gid	parA_rep1	parA_rep2	parA_rep3	parB_rep1	parB_rep2	parB_rep3	hybA_rep1	hybA_rep2	hybA_rep3	hybB_rep1	hybB_rep2	hybB_rep3
Zm00001d027265	576	408	527	427	463	427	8	13	11	7	9	14
Zm00001d027266	1875	2161	2238	2216	2334	2477	14	10	12	18	15	16
Zm00001d027267	1704	1419	1411	1013	1139	1114	11	14	11	9	4	10
Zm00001d027276	3090	2952	2870	2055	2259	2137	17	9	9	14	7	9
Zm00001d027278	4693	2619	3926	3082	3755	3626	85	81	57	54	43	78
Zm00001d027283	3944	1427	1062	563	574	1210	70	60	141	66	52	124
Zm00001d027290	28667	11309	9084	4383	3381	8402	1134	759	1309	682	338	520
Zm00001d027314	2146	1877	2507	2321	2632	2577	530	449	452	484	405	464
Zm00001d027317	1860	1059	1430	1405	1217	1488	87	35	73	56	47	40
Zm00001d027318	3890	2435	2599	1991	2494	2089	283	277	245	199	188	300
Zm00001d027321	297	140	283	48	89	74	6	13	7	4	7	2
Zm00001d027323	4045	3914	4337	5156	6073	4996	859	515	477	909	605	631
Zm00001d027324	2799	1914	2269	2425	2435	2545	352	414	270	408	388	546
Zm00001d027325	593	568	698	1545	1245	1735	24	8	11	37	14	16
Zm00001d027326	3621	1972	2550	2400	2649	2664	37	65	36	52	44	74
Zm00001d027329	1557	597	541	356	489	374	35	83	64	97	78	276
Zm00001d027332	795	1312	1019	494	769	655	196	214	183	253	223	199
Zm00001d027335	1199	1027	1582	568	2015	1330	270	124	219	115	50	69
Zm00001d027337	631	63	37	38	54	29	6	6	12	7	4	66
Zm00001d027338	647	564	607	448	268	455	144	129	110	129	76	138
Zm00001d027339	607	475	486	403	503	437	21	46	33	30	30	34
Zm00001d027340	3502	2222	3026	2186	2197	2386	97	81	99	128	75	171
Zm00001d027342	4836	4284	4389	4005	5292	4539	1549	1839	1282	1668	2013	2079
Zm00001d027343	146	74	87	68	92	71	8	6	6	2	5	2
Zm00001d027344	8258	10523	12080	8344	11346	10250	1875	2182	1348	1885	1966	1240
Zm00001d027345	355	523	349	298	362	346	65	34	46	68	36	49
Zm00001d027346	1573	2541	1749	984	954	919	433	665	268	199	267	226
Zm00001d027347	2800	2411	2930	2376	2624	2706	387	363	385	327	306	401
Zm00001d027348	2624	3781	3109	2503	2162	2204	953	756	617	496	389	300
Zm00001d027349	337	274	279	352	505	403	35	28	31	59	42	54
Zm00001d027351	798	961	807	1036	706	859	124	104	65	133	89	91
Zm00001d027354	2061	1850	2324	1770	2103	1850	93	110	45	62	59	58
Zm00001d027355	4602	6776	5659	26424	9180	17197	432	216	277	559	332	377
Zm00001d027359	2893	1538	1918	1482	1842	1724	98	85	72	52	60	93
Zm00001d027362	1370	1291	1323	1494	1353	1350	221	222	230	231	176	225
Zm00001d027365	180	152	121	73	210	103	21	25	9	25	28	10
Zm00001d027367	380	194	260	129	187	131	6	23	33	4	18	34
Zm00001d027368	1167	961	1435	175	404	347	238	267	155	58	80	56
Zm00001d027371	4294	2295	2430	2014	2493	2145	22	13	10	4	8	6
Zm00001d027373	1322	1034	1030	855	1126	1062	44	39	37	19	21	18
Zm00001d027376	764	673	889	906	1059	874	124	130	99	114	120	126
Zm00001d027383	2464	720	485	459	439	382	13	11	22	9	7	102
Zm00001d027384	314	223	314	178	228	173	13	21	35	17	20	36
Zm00001d027385	911	961	838	974	1189	1026	191	181	173	192	209	231
Zm00001d027392	10657	5987	9349	8175	9296	9166	210	224	188	144	115	148
Zm00001d027394	3432	1827	1588	1623	3490	1670	304	239	270	144	125	222
Zm00001d027399	377	324	300	175	261	200	20	9	11	7	2	11
Zm00001d027411	13150	12629	14330	14929	22519	19568	1218	903	962	1748	1313	1121
Zm00001d027415	826	354	591	379	554	586	129	107	114	126	112	152
Zm00001d027422	204	80	64	759	297	489	6	5	10	47	14	35
Zm00001d027423	880	844	470	2656	925	1456	56	8	4	159	56	16
Zm00001d027427	3077	2784	2611	1963	2536	2312	98	95	90	127	129	173
Zm00001d027429	1173	703	750	521	642	500	127	102	93	111	85	176
Zm00001d027430	703	457	634	348	250	386	58	17	42	37	10	32
Zm00001d027435	486	297	547	1355	1442	1738	43	28	41	52	30	34
Zm00001d027439	1496	1538	1926	5556	2968	5302	1089	568	694	1185	639	874
Zm00001d027441	3261	929	898	818	682	1072	51	24	202	150	78	202
Zm00001d027442	480	177	228	157	231	198	6	2	18	5	6	12
Zm00001d027444	3151	2791	2696	1454	1341	1271	154	193	216	65	64	70
Zm00001d027445	1462	920	1264	969	1278	1193	33	47	50	29	41	30
Zm00001d027446	2425	943	1588	1021	1406	1947	150	70	109	74	52	59
Zm00001d027448	1316	707	1195	850	892	1202	192	103	169	88	82	70
Zm00001d027454	6284	6737	8441	1952	4140	2845	171	141	428	69	54	82
Zm00001d027455	1668	1655	2058	671	795	687	194	134	125	69	59	51
Zm00001d027458	545	730	566	480	516	489	75	75	79	62	62	53
Zm00001d027460	1005	865	791	757	729	734	15	14	16	15	14	7
Zm00001d027461	1757	756	830	831	725	818	32	30	133	33	23	89
Zm00001d027462	916	403	678	656	637	636	61	90	112	72	110	72
Zm00001d027466	1376	1426	1598	1804	1751	1769	61	50	59	45	49	41
Zm00001d027468	13396	11824	12534	10627	12662	11568	1225	1745	1472	763	844	744
Zm00001d027469	761	714	803	479	561	538	139	115	121	49	49	70
Zm00001d027471	788	1101	1382	1178	1645	1538	114	93	116	33	38	35
Zm00001d027472	1219	523	705	3059	2096	2611	8	7	18	18	22	28
Zm00001d027478	281	93	129	61	80	54	6	5	27	9	3	20
Zm00001d027479	537	324	381	337	405	348	17	5	26	6	5	15
Zm00001d027480	5915	11595	7376	13310	6766	8509	1842	1427	903	1624	1271	750
Zm00001d027484	5956	6144	6484	3330	3893	3611	933	1079	904	619	639	544
Zm00001d027486	450	298	748	1047	1617	1996	34	38	10	67	80	20
Zm00001d027493	2028	1447	1483	1278	1752	1416	236	251	286	191	189	206
Zm00001d027500	8396	1933	934	73	407	108	43	39	637	31	5	64
Zm00001d027502	1862	1927	2128	1524	1727	1573	64	64	55	102	126	53
Zm00001d027503	2919	2370	3050	3180	3346	3590	659	454	639	524	450	515
Zm00001d027504	397	372	386	359	304	527	14	3	5	10	5	4
Zm00001d027505	398	217	294	221	252	225	30	16	71	20	26	90
Zm00001d027506	625	504	588	554	427	491	15	6	21	22	12	17
Zm00001d027508	1180	894	1457	748	1420	1359	54	39	35	10	12	10
Zm00001d027512	2900	1002	1026	3349	3222	3168	92	113	247	129	134	173
Zm00001d027514	5103	2956	2933	2750	2928	2823	286	265	416	344	236	372
Zm00001d027515	770	284	448	480	533	502	25	16	41	20	16	25
Zm00001d027516	679	551	734	308	452	369	10	10	14	9	2	9
Zm00001d027517	667	483	668	475	629	526	36	25	28	29	26	23
Zm00001d027519	1458	1478	1375	1640	2069	1803	291	249	230	305	275	292
Zm00001d027524	1174	959	1132	8429	36959	16563	830	863	1223	2939	2375	2118
Zm00001d027525	485	751	636	642	2025	927	89	53	18	20	27	5
Zm00001d027527	5274	3000	3239	2704	2839	2494	289	434	563	200	273	255
Zm00001d027533	3176	5348	6164	2655	4558	3367	546	514	311	334	335	170
Zm00001d027534	66	113	60	24	56	45	39	31	27	6	4	7
Zm00001d027536	1216	1107	1164	1328	1753	1348	41	39	74	44	44	48
Zm00001d027548	1419	549	984	1147	958	1302	204	149	310	275	222	281
Zm00001d027556	983	766	834	654	682	686	97	127	128	130	100	125
Zm00001d027558	8213	6794	9478	11877	13770	14959	903	885	629	679	731	484
Zm00001d027570	1303	1683	1510	1669	1372	1636	129	123	96	151	133	117
Zm00001d027571	1561	2051	1852	2472	1637	2164	154	114	132	190	153	129
Zm00001d027572	1276	1567	1772	1471	1263	1429	124	112	146	99	90	62
Zm00001d027573	452	391	390	356	392	390	4	9	1	19	15	7
Zm00001d027580	747	1165	1038	1122	1297	1210	326	406	238	239	284	210
Zm00001d027581	687	701	913	394	483	499	122	97	194	129	96	160
Zm00001d027599	3079	4080	3048	1993	999	1052	310	453	114	60	91	26
Zm00001d027607	256	90	109	81	107	69	10	10	9	14	7	9
Zm00001d027613	3199	2212	2549	2973	1630	2492	198	138	142	105	73	78
Zm00001d027618	3351	2053	1861	1989	2401	2035	668	1051	1324	1246	1268	1499
Zm00001d027624	4925	5131	5119	3705	3592	3532	543	487	455	269	244	225
Zm00001d027625	16810	10125	11112	11151	9307	10443	528	400	635	155	106	123
Zm00001d027626	1245	1118	1347	842	1036	835	203	274	207	177	161	190
Zm00001d027630	5084	4922	5219	3798	3194	3712	575	631	651	529	469	512
Zm00001d027633	1630	809	1454	1994	2311	2244	114	102	132	169	158	154
Zm00001d027646	398	318	341	307	378	344	26	14	32	34	11	32
Zm00001d027648	1679	1041	1158	1116	1616	1336	48	29	54	67	36	46
Zm00001d027649	132	54	46	643	365	337	3	1	4	15	12	8
Zm00001d027652	2831	1736	2465	2243	3480	3258	532	493	547	740	655	488
Zm00001d027655	503	779	693	200	284	262	47	148	107	29	60	33
Zm00001d027656	1125	2025	995	272	259	279	33	22	34	15	11	17
Zm00001d027659	274	134	163	548	614	533	26	17	22	54	41	35
Zm00001d027667	17418	11851	15610	22917	19747	21406	199	155	202	230	184	222
Zm00001d027671	3104	2040	2293	1540	1491	1454	22	21	37	13	13	17
Zm00001d027676	257	472	503	676	740	671	33	29	19	37	24	13
Zm00001d027680	4340	5417	4996	2483	3566	3177	900	795	667	553	486	413
Zm00001d027683	519	241	386	377	487	376	48	54	74	44	42	38
Zm00001d027684	113	154	216	307	314	303	32	3	9	31	6	11
Zm00001d027688	4170	2644	2632	3148	3417	3663	296	331	465	154	165	190
Zm00001d027699	1966	1309	1432	1192	1386	1379	87	57	91	52	44	42
Zm00001d027701	2843	2107	2590	1874	2540	2378	84	70	79	55	51	52
Zm00001d027707	5475	4474	5972	4422	5843	5358	9	8	9	2	4	2
Zm00001d027708	706	374	563	1237	492	667	109	52	125	70	43	67
Zm00001d027709	690	409	518	406	429	420	21	34	34	10	23	18
Zm00001d027711	738	634	848	850	1189	1024	59	48	47	21	24	23
Zm00001d027719	1185	1074	962	549	612	686	96	125	108	84	97	67
Zm00001d027721	1446	1476	1279	1536	1153	1387	341	297	246	221	161	145
Zm00001d027722	2363	1727	2272	1919	2441	2545	250	210	246	181	161	163
Zm00001d027723	1018	911	1082	118	97	99	35	15	22	9	3	12
Zm00001d027726	3334	2621	3437	1367	1660	1467	186	273	236	68	92	80
Zm00001d027727	8772	8640	6704	2627	3282	3056	1108	1117	1366	523	473	554
Zm00001d027728	4241	3059	3308	2712	3495	3208	533	625	719	706	700	687
Zm00001d027731	13663	6730	6500	4317	5428	5447	1032	1035	1788	1083	865	1026
Zm00001d027742	247	198	182	56	133	91	16	17	18	5	7	6
Zm00001d027743	928	506	834	489	571	560	100	114	57	50	36	22
Zm00001d027749	2054	1268	1909	1028	794	847	50	55	94	35	63	67
Zm00001d027752	528	243	404	330	431	336	33	30	46	32	16	25
Zm00001d027755	142	225	210	180	280	231	86	43	85	53	45	34
Zm00001d027756	6560	9182	8598	4864	5505	5427	1593	1535	1277	1277	1124	929
Zm00001d027760	5396	2007	2329	1866	3529	1886	327	345	671	117	119	154
Zm00001d027763	4244	2707	4641	1602	2411	2363	286	175	294	140	102	108
Zm00001d027769	2150	1116	1436	1898	2167	2133	75	76	110	110	83	90
Zm00001d027799	507	408	456	525	613	573	84	137	120	79	107	110
Zm00001d027803	5589	4124	5764	4827	5529	5976	648	636	619	460	405	391
Zm00001d027807	4378	3554	4251	4173	4080	4175	240	261	308	148	123	140
Zm00001d027852	1036	1488	1222	1437	888	1496	45	36	38	25	8	15
Zm00001d027856	3183	4917	4752	6282	3956	6279	619	549	485	607	657	533
Zm00001d027861	9795	6510	6679	671	874	667	1048	389	1035	305	61	399
Zm00001d027868	1558	941	1328	721	760	804	203	267	251	161	142	199
Zm00001d027869	2911	2104	2310	1679	2017	1960	40	59	47	28	20	28
Zm00001d027871	5487	2814	3125	2894	3097	2997	52	39	82	16	31	30
Zm00001d027872	648	322	487	537	700	602	15	22	59	37	19	34
Zm00001d027874	380	187	242	98	175	124	3	6	49	9	10	26
Zm00001d027875	261	268	241	109	245	145	38	34	15	38	20	15
Zm00001d027876	977	630	717	1840	2230	2056	114	109	126	364	297	345
Zm00001d027929	1575	663	1453	1629	1329	1510	449	301	262	425	374	373
Zm00001d027934	7760	6715	10079	2946	2780	2997	880	496	959	275	174	316
Zm00001d027936	1783	1341	2080	581	777	725	337	225	481	192	141	316
Zm00001d027937	259	131	231	209	213	207	3	4	8	10	5	14
Zm00001d027943	1396	687	1037	591	699	628	73	76	89	42	45	74
Zm00001d027944	317	336	218	234	303	269	10	6	13	14	7	10
Zm00001d027971	1401	846	1108	1195	1351	1457	17	14	15	7	10	14
Zm00001d027973	411	536	507	558	613	566	23	13	8	14	15	4
Zm00001d027975	317	312	342	691	1266	1055	32	21	33	42	37	41
Zm00001d027976	1673	580	644	1102	619	1036	109	37	161	76	20	65
Zm00001d027982	2709	4977	2694	2532	2258	1921	118	96	98	110	76	83
Zm00001d027988	2540	1611	2877	4557	1642	4253	387	236	343	127	71	144
Zm00001d027991	526	529	1009	466	454	660	31	39	17	24	12	6
Zm00001d027996	20436	18372	23694	15841	22740	20375	3251	2902	2489	965	921	637
Zm00001d028002	678	984	904	827	526	649	18	16	4	20	22	17
Zm00001d028006	470	188	229	173	163	196	15	7	40	19	5	38
Zm00001d028007	472	369	523	717	466	459	43	23	45	51	55	50
Zm00001d028018	725	268	416	333	504	388	30	76	56	52	68	40
Zm00001d028020	2267	1830	1814	1781	1763	1738	63	68	80	62	62	77
Zm00001d028022	1505	964	1227	835	858	914	44	52	72	41	27	36
Zm00001d028024	1943	1200	1576	2605	1550	2259	170	86	104	119	58	83
Zm00001d028034	5290	3305	4272	4077	4107	4027	402	366	497	402	335	458
Zm00001d028038	912	386	582	392	498	433	37	37	72	35	29	58
Zm00001d028039	255	78	121	298	371	346	3	13	5	9	19	19
Zm00001d028040	810	555	758	776	936	812	43	25	39	32	31	32
Zm00001d028050	1563	1013	1001	1185	1169	1150	66	53	63	52	51	58
Zm00001d028053	734	672	840	602	857	720	59	64	55	34	38	30
Zm00001d028054	1964	2101	2209	1986	1310	1554	57	63	64	35	17	24
Zm00001d028056	116	116	168	795	651	741	46	54	74	59	60	101
Zm00001d028062	103	68	124	138	178	133	24	6	25	27	11	26
Zm00001d028074	231	148	244	229	521	419	13	13	12	10	5	4
Zm00001d028075	1485	721	944	450	636	558	33	31	43	42	47	38
Zm00001d028077	49	10	13	309	483	303	1	1	2	8	12	6
Zm00001d028084	639	395	645	565	726	587	82	80	89	91	75	94
Zm00001d028086	89	65	80	213	233	228	18	32	14	55	107	68
Zm00001d028088	1877	1385	1633	1678	1784	1644	83	70	81	65	53	68
Zm00001d028093	2637	1746	2356	6550	2024	5115	290	105	132	258	117	121
Zm00001d028100	819	397	630	17	31	15	22	14	16	61	58	26
Zm00001d028102	1334	1475	1486	3365	3824	3962	320	363	362	271	381	253
Zm00001d028104	839	444	642	811	781	776	47	41	38	27	23	35
Zm00001d028109	1642	1362	1593	1419	1468	1361	97	62	55	80	79	72
Zm00001d028125	370	397	478	1129	521	640	16	16	8	4	7	2
Zm00001d028129	974	1775	2304	3845	2418	3776	180	242	115	216	222	131
Zm00001d028130	467	414	456	319	343	373	9	10	7	14	8	13
Zm00001d028139	1491	1611	1741	1946	2050	1990	888	731	559	989	706	551
Zm00001d028143	2971	1852	2613	2413	2619	2571	301	274	323	228	226	252
Zm00001d028151	1286	1151	1166	1391	1240	1537	14	10	40	21	16	21
Zm00001d028160	1746	862	708	614	803	669	34	20	53	30	21	26
Zm00001d028164	2728	2593	3547	1210	1749	1501	88	83	119	32	32	54
Zm00001d028173	1872	1280	1311	1237	1383	1245	200	191	243	181	160	187
Zm00001d028177	3484	2666	3541	3175	3365	3500	56	68	43	12	12	11
Zm00001d028181	1894	1630	1873	1784	2384	1960	198	211	191	65	68	72
Zm00001d028184	917	881	1063	1103	1176	1139	5	9	6	4	4	3
Zm00001d028187	1885	1727	1867	2077	2054	2212	296	257	257	323	250	259
Zm00001d028188	1727	2195	1831	2799	1510	2103	200	128	176	148	97	123
Zm00001d028189	4259	4084	5656	4433	6049	5878	360	437	421	162	229	192
Zm00001d028191	841	849	1089	432	598	554	84	97	78	38	54	31
Zm00001d028193	2715	2900	2655	2095	2040	1861	331	283	288	234	222	240
Zm00001d028194	3119	2070	2553	1999	2716	2471	28	28	29	29	15	23
Zm00001d028197	517	183	184	199	276	274	8	16	55	22	41	66
Zm00001d028199	1846	1959	2542	2215	1841	2408	131	108	94	160	145	59
Zm00001d028203	3123	2258	2840	2988	2358	2787	37	45	36	30	40	24
Zm00001d028204	299	110	169	199	177	181	3	4	15	5	4	18
Zm00001d028205	594	297	455	564	568	528	73	77	92	99	120	101
Zm00001d028207	6953	4210	5230	3876	4866	4289	894	1048	1240	593	582	691
Zm00001d028208	4255	2556	3566	3000	2773	2800	466	329	503	293	220	336
Zm00001d028210	1038	529	731	367	1091	549	54	116	100	38	82	93
Zm00001d028211	702	460	543	530	624	570	56	48	54	45	73	48
Zm00001d028214	7321	16130	10479	8559	7983	7822	1317	1228	765	995	1008	629
Zm00001d028218	5671	3494	4647	5188	5528	5635	672	631	678	610	587	584
Zm00001d028227	3471	3019	3064	2816	3555	3290	262	240	204	161	143	158
Zm00001d028231	1029	498	473	955	660	812	17	16	46	50	34	86
Zm00001d028232	637	544	618	318	443	387	16	20	6	7	8	12
Zm00001d028235	2411	2210	2780	2552	3651	2958	41	42	26	31	37	31
Zm00001d028238	2185	1189	1800	1554	1733	1462	10	7	19	7	13	16
Zm00001d028241	570	592	467	602	505	517	31	18	17	24	7	21
Zm00001d028243	1621	334	488	77	117	118	54	27	270	20	11	76
Zm00001d028244	1563	566	1429	1372	774	1832	48	24	21	36	14	14
Zm00001d028249	319	214	129	2714	1720	2269	5	8	34	44	97	189
Zm00001d028252	1176	749	508	977	1365	1039	24	30	52	9	75	79
Zm00001d028256	283	260	301	285	350	310	11	7	7	24	12	9
Zm00001d028257	959	1037	969	886	1113	1044	79	49	74	92	69	76
Zm00001d028261	1485	1131	1383	1360	1536	1390	30	28	53	17	12	24
Zm00001d028262	2795	1396	2091	2024	2028	1937	35	26	38	43	37	44
Zm00001d028265	885	763	728	608	731	690	7	9	4	2	10	4
Zm00001d028267	4270	2207	2793	1481	2652	2314	270	271	422	312	285	450
Zm00001d028269	623	403	415	623	399	487	95	47	59	112	42	66
Zm00001d028272	418	250	379	184	234	197	21	14	31	5	12	17
Zm00001d028285	1006	632	759	504	604	542	56	56	35	31	31	13
Zm00001d028286	233	293	288	148	272	306	24	7	21	12	3	12
Zm00001d028293	2497	1999	2100	654	717	722	77	71	125	20	34	43
Zm00001d028294	451	292	428	164	238	288	32	32	45	31	10	20
Zm00001d028296	1141	996	1108	741	981	875	276	263	258	272	275	246
Zm00001d028304	1506	482	1241	99	376	189	96	57	163	34	19	58
Zm00001d028317	3337	2523	3153	1927	1731	2458	250	221	281	195	147	190
Zm00001d028331	223	165	162	1328	932	1274	14	14	23	127	110	57
Zm00001d028332	9502	7506	10201	8500	11505	10592	828	900	754	794	928	655
Zm00001d028339	2690	2373	2439	1803	1857	1892	106	108	97	65	59	48
Zm00001d028344	4273	2912	3716	3960	3623	3922	204	220	195	193	185	188
Zm00001d028348	616	1110	1069	3428	2757	2928	97	68	45	92	90	66
Zm00001d028352	699	375	553	516	626	559	8	11	11	2	6	5
Zm00001d028359	10547	12391	12765	7953	9848	9242	1146	982	810	553	498	422
Zm00001d028360	7223	7864	9039	11650	12563	12129	69	107	95	33	51	35
Zm00001d028367	1451	532	422	40	94	33	58	12	113	43	6	107
Zm00001d028368	3041	2291	3196	5325	7190	6544	505	383	648	832	822	791
Zm00001d028370	1661	1640	1460	1438	1067	1291	229	159	183	93	76	83
Zm00001d028372	1637	1248	1411	1112	1065	1045	117	125	120	68	53	55
Zm00001d028373	1711	893	1021	825	857	741	80	92	131	42	46	59
Zm00001d028386	758	784	1067	1534	1742	1512	39	33	21	65	46	35
Zm00001d028400	1511	2019	2144	4952	2751	2590	522	416	168	440	282	147
Zm00001d028401	97	100	147	283	347	257	18	7	5	17	9	4
Zm00001d028406	603	571	786	1894	1334	1721	60	29	31	53	33	42
Zm00001d028412	8042	7814	9067	14687	6331	10821	39	14	18	37	17	21
Zm00001d028415	666	541	623	444	463	460	152	94	115	130	78	121
Zm00001d028416	501	734	551	944	621	763	22	9	9	10	7	2
Zm00001d028417	2343	1867	2181	2076	1744	1746	112	118	110	102	91	85
Zm00001d028423	260	220	353	275	335	346	43	27	45	27	43	40
Zm00001d028426	3529	2661	2419	1573	1790	1554	233	305	319	49	51	59
Zm00001d028429	842	506	685	222	366	262	11	5	9	10	18	16
Zm00001d028436	8958	8088	9823	7705	9855	8650	116	118	102	128	129	111
Zm00001d028438	7197	7104	8533	5610	7035	6408	465	443	438	417	421	365
Zm00001d028439	672	390	456	581	704	617	61	52	49	85	79	97
Zm00001d028443	434	362	572	393	485	542	60	35	48	57	31	44
Zm00001d028450	3886	2843	2619	2723	2626	2550	725	467	717	555	399	522
Zm00001d028453	1376	1076	1110	1207	1425	1374	198	200	237	190	209	213
Zm00001d028456	1276	951	1543	1554	754	1502	204	104	156	137	115	133
Zm00001d028458	304	325	365	311	378	340	56	62	40	56	56	40
Zm00001d028464	3454	1661	1925	1512	1762	1681	276	279	297	290	242	237
Zm00001d028482	303	159	186	196	365	246	8	7	7	11	4	11
Zm00001d028484	816	613	739	504	617	696	64	40	77	59	32	43
Zm00001d028485	978	521	677	632	662	600	36	56	70	12	31	33
Zm00001d028490	3079	2793	2747	1617	2023	1913	234	318	257	108	102	76
Zm00001d028493	543	529	450	309	365	466	14	17	23	22	10	6
Zm00001d028505	121	126	198	901	488	640	65	25	14	74	46	31
Zm00001d028509	4097	3586	3819	4536	5134	5063	827	737	855	606	587	519
Zm00001d028511	3942	2077	2919	2732	3174	2853	77	62	86	70	49	61
Zm00001d028513	959	712	711	669	860	743	24	22	21	20	21	18
Zm00001d028514	636	526	661	751	580	784	6	9	8	14	4	10
Zm00001d028515	3741	2812	2986	2699	3369	3090	240	228	279	244	252	236
Zm00001d028522	686	555	731	528	844	654	50	68	68	16	42	28
Zm00001d028528	794	471	441	326	367	358	5	5	24	3	4	13
Zm00001d028529	1537	930	1043	1019	1142	1077	12	5	9	6	10	10
Zm00001d028531	1260	1344	1457	887	975	976	101	105	80	57	55	41
Zm00001d028532	1298	1232	1326	1031	1182	1126	24	24	18	5	5	4
Zm00001d028534	498	320	457	924	546	698	18	9	12	25	17	20
Zm00001d028536	11336	10497	7571	22286	7259	8247	56	52	16	26	24	8
Zm00001d028538	1065	502	1141	274	947	484	31	36	29	22	22	14
Zm00001d028542	3981	3977	3969	3173	3774	3511	334	360	272	313	308	241
Zm00001d028543	1310	697	646	928	1238	1014	197	107	132	107	94	124
Zm00001d028546	6144	4908	6016	5499	6307	6257	505	538	524	568	525	546
Zm00001d028547	195	111	213	169	246	229	152	103	146	132	110	145
Zm00001d028548	1030	997	2057	523	531	516	464	383	499	221	201	311
Zm00001d028549	301	142	246	168	256	220	15	24	25	16	17	24
Zm00001d028558	665	453	692	550	612	724	61	47	59	44	33	42
Zm00001d028560	5442	4062	5639	2181	2913	2806	522	475	532	270	265	282
Zm00001d028565	456	427	578	1205	916	1130	19	11	6	17	16	5
Zm00001d028566	2246	956	1523	722	1270	1121	8	7	14	11	5	11
Zm00001d028568	4682	3393	3915	3409	4117	3871	709	698	844	299	300	405
Zm00001d028569	2654	2985	2795	2083	2287	2267	390	428	257	306	342	220
Zm00001d028570	582	249	372	741	614	756	17	7	12	15	12	16
Zm00001d028571	925	573	786	1245	1580	1434	69	97	60	122	101	99
Zm00001d028572	3177	3587	2922	2885	2601	2535	349	268	307	255	206	212
Zm00001d028574	1767	703	675	2704	435	1398	75	53	187	66	47	103
Zm00001d028575	1502	798	1010	780	1050	899	10	4	10	2	7	7
Zm00001d028576	920	572	593	1665	1000	1390	55	46	37	37	32	17
Zm00001d028579	5476	3615	4477	3130	2863	3042	479	426	486	214	183	176
Zm00001d028586	4316	1148	984	675	940	763	37	26	132	19	17	44
Zm00001d028590	185	242	181	129	176	131	11	19	6	10	8	15
Zm00001d028591	45	63	109	88	194	160	9	5	1	12	3	8
Zm00001d028593	426	356	472	304	420	394	42	27	40	32	32	33
Zm00001d028596	298	262	309	167	124	154	29	11	21	34	15	10
Zm00001d028597	2307	1418	1953	1566	1520	1535	280	269	335	244	280	220
Zm00001d028601	5761	10238	17096	8516	4498	5741	897	795	633	353	276	310
Zm00001d028603	1863	1272	1274	818	1067	1088	132	157	184	160	149	189
Zm00001d028606	4897	5503	5406	3583	3179	3278	244	216	194	182	174	146
Zm00001d028612	1493	1236	1350	1003	1194	1054	180	191	215	118	126	141
Zm00001d028613	2490	3044	3600	1877	1849	1750	78	88	97	19	14	20
Zm00001d028619	1105	645	910	620	727	766	17	16	22	8	10	12
Zm00001d028620	2205	3328	2982	5774	2542	4543	550	396	415	513	435	321
Zm00001d028622	1488	789	1067	819	950	795	34	39	39	26	23	17
Zm00001d028623	1815	1613	1547	2189	1670	2087	22	31	33	22	23	13
Zm00001d028631	1343	1084	1245	742	1000	797	53	15	26	42	26	29
Zm00001d028641	1226	904	787	588	798	622	371	285	542	281	275	404
Zm00001d028642	333	141	370	38	82	78	21	8	12	14	5	5
Zm00001d028643	1193	1454	1080	1607	1445	1568	364	244	349	198	168	241
Zm00001d028653	17776	34358	33700	20334	25392	24450	4624	5318	2999	3342	3937	2242
Zm00001d028654	1190	2056	1277	1122	913	915	222	23	2	60	10	11
Zm00001d028655	3559	3498	3207	2738	3151	2761	141	163	172	130	134	118
Zm00001d028656	6318	8926	8060	7733	6457	7020	196	186	156	139	127	128
Zm00001d028660	1902	1228	1882	2421	2302	2412	210	177	195	202	159	193
Zm00001d028661	782	617	753	769	988	817	12	5	11	3	9	5
Zm00001d028662	2560	1455	2045	2218	2516	2238	219	174	193	89	78	73
Zm00001d028679	4804	4486	4513	5603	4748	5128	198	234	140	129	147	122
Zm00001d028686	682	428	830	2684	691	1737	52	10	9	32	7	8
Zm00001d028687	10366	11124	10707	9204	7108	8829	847	807	813	602	621	528
Zm00001d028690	2384	1881	2093	2226	1635	2040	210	224	250	161	165	164
Zm00001d028692	1255	571	698	431	336	338	26	37	61	29	22	29
Zm00001d028693	586	830	592	207	146	215	70	52	129	66	53	57
Zm00001d028695	1550	1429	1169	674	765	709	190	131	187	82	65	90
Zm00001d028698	1210	967	1099	840	890	924	117	100	101	92	85	76
Zm00001d028704	612	447	745	139	174	149	21	21	37	12	7	13
Zm00001d028705	460	350	388	269	322	309	52	29	60	45	32	41
Zm00001d028709	19257	18863	18024	10657	12505	10983	2605	2982	2839	2455	2623	2293
Zm00001d028711	240	250	298	495	275	521	48	28	14	37	22	14
Zm00001d028720	395	486	428	156	200	214	11	12	20	10	24	22
Zm00001d028735	112	115	111	193	215	245	35	34	22	13	17	17
Zm00001d028755	7724	6519	6070	4789	5410	4826	543	490	551	438	400	361
Zm00001d028759	25259	51618	30551	20182	17089	17630	1299	1286	1023	867	720	821
Zm00001d028762	3835	2861	3684	2421	3297	3221	78	99	76	54	50	42
Zm00001d028769	164	102	427	106	646	397	29	34	15	28	36	14
Zm00001d028770	263	143	468	270	468	388	37	62	15	17	29	16
Zm00001d028773	1965	1693	1642	2102	2149	2265	242	215	290	299	323	305
Zm00001d028774	870	704	918	936	799	757	96	138	106	133	115	117
Zm00001d028775	1374	1251	1179	1285	1222	1206	289	218	194	273	340	235
Zm00001d028776	8	9	11	90	150	130	2	6	1	12	23	9
