gid	parA_rep1	parA_rep2	parA_rep3	parB_rep1	parB_rep2	parB_rep3	hybA_rep1	hybA_rep2	hybA_rep3	hybB_rep1	hybB_rep2	hybB_rep3
Zm00001d004545	263	299	234	313	261	273	5	1	1	3	8	7
Zm00001d004546	246	168	251	137	125	138	4	28	15	9	8	7
Zm00001d004551	1189	913	1024	728	890	824	30	55	44	24	23	26
Zm00001d004553	1089	1265	1145	819	1340	993	10	9	12	5	5	7
Zm00001d004564	2009	1132	1845	1112	1256	1054	170	145	117	53	48	46
Zm00001d004568	1158	974	1042	996	955	1020	68	60	51	33	29	29
Zm00001d004573	854	904	725	935	776	878	99	160	260	94	265	194
Zm00001d004586	425	263	346	387	341	351	43	19	37	52	30	53
Zm00001d004591	1158	924	1231	790	1075	938	150	92	150	45	53	47
Zm00001d004616	3204	3079	3625	3737	4226	3955	54	45	37	55	58	48
Zm00001d004702	4977	4181	5345	1952	2163	2128	515	467	395	164	154	198
Zm00001d004706	603	1281	815	908	421	662	210	92	111	128	30	81
Zm00001d004731	2728	2524	2958	4000	5015	4732	452	452	282	880	745	645
Zm00001d004768	2383	3462	2194	4208	2962	3163	76	32	40	75	28	63
Zm00001d004779	743	558	531	708	749	680	10	20	4	5	8	10
Zm00001d004807	6132	7176	6384	2889	3105	2947	261	252	176	145	155	126
Zm00001d004812	858	561	597	613	692	653	5	16	9	37	12	44
Zm00001d004821	6205	8234	8494	3744	5213	4037	1399	1769	1174	745	829	658
Zm00001d004839	1566	1097	1048	772	792	684	23	20	16	42	46	60
Zm00001d004843	1588	1548	2522	816	1151	1025	135	137	44	101	106	69
Zm00001d004851	359	257	210	126	124	189	8	7	5	7	8	8
Zm00001d004868	230	90	315	294	441	415	18	17	10	29	37	27
Zm00001d004875	1145	972	1549	914	1247	1079	73	65	83	73	47	76
Zm00001d004896	1524	1077	1136	1222	1132	1153	7	8	3	6	4	6
Zm00001d004898	1472	1580	1590	1149	1173	1055	380	347	277	311	251	273
Zm00001d004908	81	45	47	454	300	436	9	29	2	2	12	6
Zm00001d004913	144	137	166	184	155	186	8	15	7	10	8	13
Zm00001d004917	184	124	163	221	288	225	32	34	35	31	30	58
Zm00001d004925	1441	926	1161	1013	1078	1072	29	14	27	25	5	27
Zm00001d004931	9240	3378	3103	3643	3699	3514	53	28	119	15	13	30
Zm00001d004933	2981	1817	3283	836	2062	1543	523	432	477	200	146	222
Zm00001d004934	490	370	339	306	320	317	15	8	4	15	4	8
Zm00001d004936	4338	5930	4235	4613	4309	4564	251	311	188	161	182	166
Zm00001d004956	2544	1705	2104	1861	2201	2068	50	58	19	55	62	79
Zm00001d004960	2685	1298	1663	1457	1898	1428	132	101	81	68	62	142
Zm00001d004966	152	114	133	135	289	227	15	18	24	16	30	20
Zm00001d004976	2203	1806	2041	1824	1727	1952	217	212	175	153	137	201
Zm00001d004977	212	225	214	67	55	60	15	4	13	14	4	6
Zm00001d004979	2757	1681	2232	1872	2095	1905	145	130	128	134	154	230
Zm00001d004982	870	534	861	610	749	651	88	94	65	49	56	75
Zm00001d004986	2453	1571	1928	1325	1348	1341	166	138	116	110	90	115
Zm00001d004992	841	650	793	707	879	719	12	33	12	12	23	13
Zm00001d004993	674	424	530	460	402	499	26	24	21	16	11	27
Zm00001d004997	1712	1536	1696	1669	1920	1602	51	79	32	40	46	58
Zm00001d004999	127	86	141	98	84	103	9	7	8	9	7	7
Zm00001d005006	2537	2872	2940	3518	4273	4171	437	515	286	592	647	433
Zm00001d005012	182	455	171	74	112	107	7	21	2	6	12	10
Zm00001d005015	274	220	233	423	442	462	6	35	13	17	35	31
Zm00001d005016	2050	432	368	683	256	594	18	7	14	18	8	116
Zm00001d005018	11475	20718	14475	16756	12379	13956	700	389	334	400	184	183
Zm00001d005019	4748	5152	5815	4025	4543	4507	290	331	221	146	139	145
Zm00001d005023	3781	2234	2435	2050	2841	2249	485	501	288	431	390	564
Zm00001d005029	182	155	209	539	407	503	10	11	11	38	19	35
Zm00001d005030	124	78	106	11	14	16	8	11	17	7	2	3
Zm00001d005035	1156	883	1092	856	1368	1132	90	101	84	69	82	86
Zm00001d005036	5048	4270	5158	5330	7240	6689	1008	886	784	606	618	537
Zm00001d005052	196	103	188	280	304	271	33	8	20	54	19	35
Zm00001d005059	1171	1110	1582	1304	1377	1294	113	227	51	44	59	45
Zm00001d005062	4122	4631	4449	4854	3482	3555	34	31	22	77	71	66
Zm00001d005065	2034	1307	1491	1169	1558	1336	42	42	50	44	46	87
Zm00001d005072	743	686	1128	142	97	179	138	96	42	46	41	40
Zm00001d005080	288	206	288	228	325	268	24	12	5	15	10	13
Zm00001d005085	3648	3214	3650	2406	2699	2557	568	556	481	307	333	332
Zm00001d005089	1041	744	569	785	866	663	134	170	89	238	228	362
Zm00001d005090	8958	7509	7817	9005	10494	10491	875	779	625	1201	1055	1356
Zm00001d005092	859	879	1046	1173	1101	1297	113	85	73	80	58	71
Zm00001d005102	1096	999	1069	907	1058	1030	6	5	6	23	38	46
Zm00001d005105	1295	1170	1546	1200	1584	1599	107	109	93	66	50	86
Zm00001d005106	1297	781	1014	1115	1184	1072	10	26	12	21	17	28
Zm00001d005108	4689	3833	4479	3763	4156	4144	23	31	26	30	26	31
Zm00001d005127	7494	3722	5809	4198	4243	4307	19	30	24	38	24	55
Zm00001d005137	2473	1550	2246	2335	2170	2203	3	7	6	9	5	7
Zm00001d005144	2159	2264	3287	1122	1467	1349	257	208	151	71	62	52
Zm00001d005151	1652	987	1852	1124	1503	1275	112	79	80	52	31	62
Zm00001d005157	2316	1847	2263	2708	3015	3078	395	347	230	261	257	174
Zm00001d005158	1	24	36	258	214	158	9	4	12	14	4	8
Zm00001d005159	3290	3194	4141	4412	4811	4540	665	702	448	339	424	320
Zm00001d005164	1745	1842	1788	1112	850	841	111	95	63	48	28	41
Zm00001d005193	530	849	986	1394	1926	1688	164	161	89	331	278	230
Zm00001d005199	549	174	418	626	763	699	47	59	56	91	83	135
Zm00001d005203	275	208	255	192	261	237	24	18	8	7	20	16
Zm00001d005205	1271	787	924	556	760	636	13	15	39	8	9	22
Zm00001d005228	2327	1659	1986	1364	1781	1510	184	201	157	108	102	147
Zm00001d005231	6849	9875	8003	3689	4309	3986	164	184	131	34	52	45
Zm00001d005240	1046	688	791	747	817	742	52	57	28	25	35	37
Zm00001d005241	3129	2577	3405	2894	3432	3502	366	356	304	220	257	186
Zm00001d005244	1314	1091	1124	1537	1082	1318	50	71	47	41	50	56
Zm00001d005248	5869	4623	5725	4520	5902	5336	380	409	288	323	322	351
Zm00001d005250	19417	37039	29045	30583	25833	28926	1591	1973	1082	702	745	473
Zm00001d005264	1951	1508	1440	1591	1489	1417	254	215	316	83	80	102
Zm00001d005269	955	771	875	736	813	852	7	20	6	5	5	7
Zm00001d005281	2061	1235	1430	1459	1443	1518	107	79	70	106	84	104
Zm00001d005295	2106	1265	1711	716	1240	949	45	29	31	35	10	41
Zm00001d005297	509	493	788	214	436	390	57	32	26	67	20	35
Zm00001d005323	1477	1600	1669	1290	1470	1363	211	221	203	225	255	223
Zm00001d005334	13334	9173	8345	4558	6153	4884	227	342	176	348	380	699
Zm00001d005338	3943	3476	3429	3694	3145	3378	359	321	266	273	229	290
Zm00001d005347	19611	23594	24689	20697	26086	23467	402	387	280	480	480	390
Zm00001d005358	3157	1486	2040	2978	2377	2651	77	71	82	13	15	14
Zm00001d005375	6	20	10	269	91	34	25	20	19	3	5	4
Zm00001d005391	2005	2337	3440	1844	2897	2615	858	820	489	257	234	115
Zm00001d005393	1481	1372	1559	1919	1829	1717	439	337	314	574	398	432
Zm00001d005394	11513	25894	19213	24461	15092	16659	2813	2655	1774	2707	2694	1747
Zm00001d005395	1255	987	1282	967	1192	1036	179	103	120	157	105	144
Zm00001d005396	1020	1017	1079	636	946	741	139	147	148	102	89	127
Zm00001d005402	494	394	450	304	290	256	34	24	28	27	13	25
Zm00001d005421	5828	1281	1586	1032	1805	1565	90	80	243	99	91	317
Zm00001d005424	807	517	860	981	1091	972	16	26	22	10	8	10
Zm00001d005429	872	517	859	307	369	304	44	28	7	14	11	5
Zm00001d005431	195	83	215	534	634	698	19	7	22	27	20	41
Zm00001d005442	1078	534	652	724	825	932	32	27	12	39	20	16
Zm00001d005451	11440	15453	18714	22701	20245	22379	131	159	99	141	152	111
Zm00001d005453	4228	3305	4314	4478	4386	4425	128	131	92	72	96	69
Zm00001d005459	671	1374	775	5539	843	2040	152	74	27	316	67	50
Zm00001d005460	10050	12283	11447	4232	7277	5832	1694	2422	490	761	1156	520
Zm00001d005461	2486	2463	2382	1308	1257	1269	58	69	46	30	35	28
Zm00001d005462	505	397	501	624	535	544	33	18	9	39	20	15
Zm00001d005473	1290	708	736	497	640	550	17	15	24	4	7	11
Zm00001d005478	6664	10145	10648	7823	4301	6631	715	439	437	273	126	128
Zm00001d005485	5674	3375	3486	3952	4328	4157	101	125	66	114	114	240
Zm00001d005489	2030	1755	1874	2759	3094	3023	301	279	203	429	413	447
Zm00001d005501	701	635	804	715	663	800	44	61	45	38	61	67
Zm00001d005502	6138	4876	5008	4016	3734	3909	183	162	145	201	167	267
Zm00001d005503	368	203	343	390	540	503	33	42	43	98	88	114
Zm00001d005504	405	571	476	248	329	357	15	30	10	8	13	10
Zm00001d005507	1945	1242	1547	1594	1508	1583	68	42	70	81	56	106
Zm00001d005513	1092	437	452	816	929	974	26	31	22	75	73	123
Zm00001d005516	574	394	497	352	475	430	19	6	6	22	7	25
Zm00001d005532	258	243	393	94	153	110	23	19	73	29	13	31
Zm00001d005542	5485	3768	3717	3540	3929	3988	107	105	57	154	120	203
Zm00001d005546	12537	8288	11871	5231	6426	6339	794	828	725	818	866	1007
Zm00001d005547	1024	860	940	785	896	781	65	81	90	54	50	64
Zm00001d005550	310	192	286	137	286	197	33	67	39	42	76	49
Zm00001d005558	1003	682	769	690	657	512	117	113	86	109	109	174
Zm00001d005563	257	134	234	254	224	247	63	28	36	47	30	35
Zm00001d005573	2241	1406	1789	1539	1873	1704	58	61	54	68	70	82
Zm00001d005579	572	498	954	745	1080	959	173	151	118	151	95	137
Zm00001d005584	928	730	860	621	715	754	49	107	93	44	49	55
Zm00001d005586	613	640	698	335	466	452	137	107	69	61	68	55
Zm00001d005609	408	259	392	628	244	372	107	67	76	83	40	90
Zm00001d005614	594	515	575	399	571	483	32	31	25	31	21	38
Zm00001d005616	200	147	296	101	160	123	13	20	15	17	31	28
Zm00001d005624	761	450	580	662	530	756	94	41	52	39	28	54
Zm00001d005627	2614	2802	3726	2748	3083	3018	179	147	128	131	118	92
Zm00001d005628	301	203	238	61	83	100	10	14	7	6	5	18
Zm00001d005642	8063	6497	6009	3287	3882	3149	278	249	145	124	137	208
Zm00001d005648	432	417	608	166	217	262	20	17	16	14	12	6
Zm00001d005649	9796	5361	5384	4510	5303	4604	471	683	426	832	957	1895
Zm00001d005650	790	444	493	357	382	364	10	13	12	9	10	23
Zm00001d005653	476	225	310	301	338	374	61	54	64	47	37	59
Zm00001d005654	264	128	154	266	188	229	21	23	16	18	14	8
Zm00001d005657	352	299	343	447	249	297	8	23	10	11	8	9
Zm00001d005662	817	229	294	232	325	289	38	39	22	87	41	107
Zm00001d005671	207	225	253	166	220	171	15	5	5	8	12	4
Zm00001d005674	936	619	661	370	467	379	56	88	38	58	68	85
Zm00001d005675	3841	3416	4057	2699	3139	2916	298	328	238	277	357	370
Zm00001d005680	207	205	205	517	773	630	27	37	11	68	51	10
Zm00001d005687	739	515	719	491	787	722	80	71	73	100	138	178
Zm00001d005694	631	349	428	117	146	136	14	11	13	2	2	5
Zm00001d005699	385	213	395	181	442	333	29	33	33	9	17	12
Zm00001d005707	1082	609	768	655	775	791	12	13	15	5	7	8
Zm00001d005713	1487	1275	1601	3433	2980	3763	142	132	157	167	111	160
Zm00001d005726	4120	7013	3636	13152	3476	6105	530	268	204	230	109	105
Zm00001d005732	3745	4061	4209	2796	3172	3115	86	70	47	59	33	46
Zm00001d005735	370	229	501	678	380	670	56	25	32	23	10	28
Zm00001d005736	1820	998	1999	669	664	630	140	69	107	45	35	43
Zm00001d005748	211	138	144	1157	855	887	3	4	4	28	21	23
Zm00001d005750	397	449	526	487	525	562	103	38	49	37	20	19
Zm00001d005751	3994	5806	5627	1610	1589	1652	107	156	116	32	47	31
Zm00001d005752	1331	1622	1536	1115	1185	964	505	403	191	121	93	87
Zm00001d005754	614	285	544	336	476	401	75	65	91	65	84	107
Zm00001d005756	1833	1400	1436	1135	1096	1177	129	100	74	58	49	68
Zm00001d005760	196	170	268	190	445	258	40	41	27	28	16	16
Zm00001d005762	1483	1040	1514	1037	1263	1154	58	58	104	29	34	44
Zm00001d005764	1266	858	1827	2348	2206	2551	286	153	148	234	130	129
Zm00001d005783	901	502	1286	1788	316	1540	28	5	11	13	3	7
Zm00001d005789	5352	3881	5432	2837	4597	2968	104	115	61	100	78	83
Zm00001d005790	1487	1754	1968	1286	1061	1381	63	56	35	31	27	12
Zm00001d005791	1615	1239	1136	1005	1814	1115	47	41	27	24	24	36
Zm00001d005793	40096	11654	8231	1091	5565	1565	359	105	315	453	63	1019
Zm00001d005794	2698	2220	2358	2802	2856	2921	127	77	127	112	92	161
Zm00001d005808	1803	1485	1832	1339	1359	1340	69	27	57	30	15	26
Zm00001d005812	2049	1310	1526	1183	1174	1239	42	50	45	46	35	61
Zm00001d005813	6410	16639	6534	9283	330	1731	778	413	29	276	117	6
Zm00001d005817	1875	1696	2353	1916	2633	2236	56	48	31	34	34	31
Zm00001d005818	28521	24825	31704	8721	9141	9099	2904	2795	2146	926	688	1281
Zm00001d005819	1106	1405	1383	633	819	575	209	203	142	100	95	85
Zm00001d005826	1196	918	1101	928	470	762	119	31	51	34	8	26
Zm00001d005828	412	211	230	1255	1268	1122	30	176	19	26	34	51
Zm00001d005831	926	682	973	1097	1139	1158	36	35	18	30	37	31
Zm00001d005847	556	584	512	608	641	612	93	60	60	56	53	49
Zm00001d005848	668	502	648	538	589	576	60	90	68	53	58	69
Zm00001d005856	1063	618	774	440	515	492	21	20	19	33	43	35
Zm00001d005857	152	112	161	198	188	175	10	13	16	21	29	27
Zm00001d005858	1764	1836	1538	999	1187	998	141	135	107	60	71	109
Zm00001d005864	396	258	287	260	275	276	46	41	40	32	37	57
Zm00001d005865	389	356	409	354	395	447	58	50	52	32	32	58
Zm00001d005866	2294	1167	1437	682	1123	901	174	222	92	132	149	130
Zm00001d005881	760	428	710	872	1285	1266	95	100	85	63	90	103
Zm00001d005884	867	720	1055	385	692	592	46	48	49	33	21	39
Zm00001d005888	1110	761	1148	9266	8067	8950	364	50	81	2165	472	533
Zm00001d005892	277	36	272	446	118	366	31	29	43	12	9	32
Zm00001d005894	1324	1515	2100	1256	1294	1135	192	138	111	108	73	73
Zm00001d005909	339	341	313	601	788	690	59	57	26	58	55	46
Zm00001d005917	282	194	259	1310	1061	1558	9	16	30	35	72	54
Zm00001d005920	485	511	379	95	105	93	33	9	38	20	2	29
Zm00001d005924	703	602	700	379	519	461	169	114	149	97	81	105
Zm00001d005925	3779	5294	4583	2879	3588	3156	76	113	28	36	51	44
Zm00001d005940	276	427	288	406	332	414	55	37	38	58	53	57
Zm00001d005944	501	338	374	247	252	315	48	49	65	31	27	33
Zm00001d005950	994	905	986	1074	1034	1098	126	121	113	132	93	105
Zm00001d005958	2044	1053	1570	1024	1309	1272	43	48	51	42	37	85
Zm00001d005966	6479	6944	7807	4716	4851	4690	936	986	698	472	535	401
Zm00001d005969	2806	3257	2902	8990	2500	4407	374	159	139	151	73	66
Zm00001d005970	1019	998	1216	2300	1383	1914	287	168	146	162	96	75
Zm00001d005971	95	98	96	1597	840	1325	7	14	4	67	42	14
Zm00001d005976	2731	2456	2292	1193	2225	1870	309	333	306	162	133	206
Zm00001d005977	115	519	314	42	16	31	56	11	13	9	2	5
Zm00001d005978	987	1012	1271	683	708	813	118	73	53	33	23	20
Zm00001d005997	2061	2353	2185	1936	1539	2111	317	239	270	174	146	214
Zm00001d005998	5524	6450	6229	4787	4691	4765	507	271	290	213	140	171
Zm00001d006001	1517	2033	1739	1427	1202	1460	127	116	94	71	68	68
Zm00001d006008	34081	21164	24204	24353	26767	25246	328	384	254	61	59	69
Zm00001d006010	1585	604	1256	459	785	677	103	140	163	29	39	64
Zm00001d006011	1192	531	908	534	720	623	25	19	12	14	11	18
Zm00001d006016	1674	1646	1713	2243	633	1585	123	94	65	12	18	9
Zm00001d006055	1385	350	398	251	476	319	34	21	55	53	31	143
Zm00001d006057	2487	2966	3640	863	1128	1003	329	383	196	106	140	113
Zm00001d006060	127	106	94	172	181	153	31	17	9	15	19	11
Zm00001d006061	927	658	848	143	236	177	53	21	31	9	3	10
Zm00001d006065	1863	2402	2457	3690	6005	4071	181	218	177	348	320	254
Zm00001d006070	925	992	840	821	830	1004	100	116	50	109	100	84
Zm00001d006071	1098	903	986	1630	1913	1707	264	288	197	482	477	509
Zm00001d006079	1324	1246	1116	1352	1130	1209	122	137	80	138	111	124
Zm00001d006080	1704	831	455	449	646	494	52	95	74	172	155	438
Zm00001d006084	2919	2223	2562	3512	3704	3749	92	134	107	77	98	105
Zm00001d006085	3016	2153	2450	2464	3262	2785	102	97	70	113	83	122
Zm00001d006089	1242	563	867	504	438	479	20	22	24	12	17	28
Zm00001d006090	811	451	732	667	718	726	90	74	72	66	53	83
Zm00001d006094	20110	27879	26851	20735	19822	21086	408	289	231	357	244	177
Zm00001d006096	1009	1162	1203	785	824	838	110	148	73	50	42	32
Zm00001d006100	13089	6813	6931	4793	6160	4976	827	987	1009	521	565	897
Zm00001d006103	3878	3847	4976	2684	4406	3296	126	115	56	108	110	67
Zm00001d006107	3316	2419	1975	1727	1957	1863	71	42	29	41	28	32
Zm00001d006108	1288	818	1268	638	861	858	86	77	74	31	44	64
Zm00001d006109	675	546	514	593	785	703	55	19	53	22	14	30
Zm00001d006118	1292	1329	1194	1041	1009	1012	124	137	103	156	96	120
Zm00001d006119	1090	830	878	706	770	709	89	69	50	12	9	13
Zm00001d006124	1437	1347	1311	1040	1181	1085	181	196	162	140	171	211
Zm00001d006125	3313	2377	2228	2136	2446	2368	717	850	649	632	605	876
Zm00001d006126	249	198	257	43	49	57	17	21	11	6	4	14
Zm00001d006127	1220	996	1150	1073	1102	1138	118	120	121	99	97	143
Zm00001d006128	1481	825	1134	639	1069	872	63	77	55	52	50	64
Zm00001d006130	251	223	429	473	467	705	98	50	86	91	37	82
Zm00001d006131	1448	1340	1877	1954	2371	2260	275	281	353	295	253	307
Zm00001d006133	179	208	205	540	299	481	17	16	19	17	12	44
Zm00001d006148	35	237	23	216	240	236	14	17	11	7	3	4
Zm00001d006153	1354	1371	1358	1810	1208	1778	16	12	13	12	16	19
Zm00001d006158	1524	2723	1610	164	324	167	220	367	373	67	82	77
Zm00001d006159	194	110	129	27	71	31	9	10	12	5	3	26
Zm00001d006160	5391	3299	3786	3202	3702	3656	238	239	202	224	205	282
Zm00001d006162	229	41	76	348	317	207	8	7	4	29	5	18
Zm00001d006166	2874	2090	2209	1669	2130	2113	90	96	81	89	80	107
Zm00001d006167	2151	1860	2145	1665	2142	1900	77	80	44	70	75	90
Zm00001d006168	438	255	281	276	287	280	19	25	20	19	24	40
Zm00001d006176	685	625	580	406	565	539	57	27	22	27	20	43
Zm00001d006177	1205	907	1307	1645	1718	1429	57	56	33	56	34	36
Zm00001d006179	508	454	551	564	485	629	45	32	7	12	9	2
Zm00001d006183	620	581	607	816	856	805	18	24	19	18	25	47
Zm00001d006185	4577	4189	4568	3336	4571	3760	356	377	259	216	200	201
Zm00001d006192	1644	1616	1496	1217	1314	1393	151	124	132	64	79	97
Zm00001d006194	781	534	692	345	445	435	61	53	47	41	38	62
Zm00001d006210	338	190	322	278	323	277	8	3	5	17	15	10
Zm00001d006211	517	468	559	1244	577	726	22	19	27	32	43	34
Zm00001d006212	875	488	921	400	729	598	247	186	125	160	128	123
Zm00001d006213	8307	3782	4295	4132	6957	4238	1208	865	823	811	504	1201
Zm00001d006214	559	554	920	619	886	810	94	99	79	98	101	90
Zm00001d006217	1029	509	1156	1891	1103	2543	108	32	75	115	37	91
Zm00001d006220	2700	1737	1775	1481	1848	1532	96	96	110	284	220	516
Zm00001d006221	1504	2410	2150	1915	2268	2056	361	453	234	215	230	143
Zm00001d006227	1821	1630	1786	1856	2360	2107	87	87	64	64	64	77
Zm00001d006256	356	715	383	708	255	290	25	21	1	20	11	7
Zm00001d006267	643	456	528	677	759	738	45	17	24	57	33	55
Zm00001d006269	578	357	502	406	563	494	47	64	69	78	68	82
Zm00001d006270	2101	2107	2484	1655	1945	1772	306	298	239	227	158	192
Zm00001d006274	274	225	257	256	328	267	28	11	32	25	7	19
Zm00001d006286	2302	1836	2358	1733	1779	1864	130	95	99	72	56	96
Zm00001d006287	7405	7074	6127	2022	2539	2013	1675	2349	1167	628	761	986
Zm00001d006295	1353	1565	1422	1512	1036	1281	40	28	12	31	20	4
Zm00001d006309	8975	5676	6911	3771	4636	4368	974	954	888	240	182	310
Zm00001d006310	668	1083	628	1133	868	677	118	128	63	101	81	82
Zm00001d006311	685	360	585	419	589	450	97	64	72	74	46	109
Zm00001d006312	127	115	222	83	92	90	26	11	31	7	8	8
Zm00001d006322	569	401	601	488	663	586	10	11	26	11	7	9
Zm00001d006324	311	147	166	258	280	259	3	16	6	22	27	21
Zm00001d006328	3186	6021	5388	3751	3434	3558	278	332	149	195	225	118
Zm00001d006329	1633	1042	986	2128	1411	1359	18	30	21	39	41	52
Zm00001d006333	696	882	876	1051	918	1095	117	157	79	89	114	106
Zm00001d006337	1495	1868	1718	1196	1410	1353	227	221	175	192	174	186
Zm00001d006342	1748	1296	1503	2106	2772	2346	298	212	279	304	245	374
Zm00001d006343	1224	1531	1765	1196	550	728	86	34	38	45	9	24
Zm00001d006344	5838	5253	4969	4403	3951	3989	68	60	54	13	19	34
Zm00001d006345	693	897	816	840	742	812	115	123	90	108	100	66
Zm00001d006347	1134	1182	1065	2349	1290	1661	180	115	65	191	85	96
Zm00001d006348	700	726	544	549	577	513	52	90	65	57	58	87
Zm00001d006350	1140	839	1167	715	860	751	138	115	102	99	91	103
Zm00001d006355	665	731	798	533	612	558	22	22	4	23	14	6
Zm00001d006357	1993	2231	2333	1926	1896	2081	260	218	171	186	164	190
Zm00001d006360	3802	4614	3601	1683	2244	2192	403	427	258	264	247	203
Zm00001d006361	1627	1322	1387	641	758	699	39	102	51	12	20	23
Zm00001d006368	338	198	221	1081	1323	1228	12	30	21	38	36	38
Zm00001d006370	417	301	415	258	458	363	560	534	455	585	583	423
Zm00001d006374	2356	5765	5572	5497	6704	6455	527	427	262	440	353	257
Zm00001d006377	542	314	495	1429	1682	1567	39	33	32	139	127	125
Zm00001d006384	2088	1560	2362	1453	2021	1696	51	44	41	41	44	40
Zm00001d006388	6825	5076	4795	3730	4631	3726	425	549	307	506	493	690
Zm00001d006389	937	647	854	810	748	775	70	59	60	82	69	72
Zm00001d006401	603	446	599	461	448	484	17	19	9	22	14	17
Zm00001d006408	1138	782	1245	753	985	1019	7	15	18	15	13	30
Zm00001d006409	758	563	703	457	587	511	20	40	14	22	23	23
Zm00001d006420	344	653	388	709	385	313	28	17	9	29	17	10
Zm00001d006421	2601	2075	2172	2222	3083	2450	121	142	105	196	165	221
Zm00001d006422	2585	2200	3143	2176	2691	2430	107	132	106	58	80	69
Zm00001d006428	2079	1426	1812	1790	1695	1791	19	13	14	7	9	11
Zm00001d006433	4870	5609	5513	3342	3875	3728	22	27	16	18	30	16
Zm00001d006438	4728	2975	3911	3845	3939	3935	56	41	54	31	31	48
Zm00001d006439	6640	4609	4923	3563	4768	3838	100	166	89	128	115	198
Zm00001d006440	1708	1350	1643	879	1076	951	115	128	111	125	131	155
Zm00001d006446	45	208	300	365	1160	425	45	29	48	33	38	45
Zm00001d006449	135	150	160	378	526	461	55	39	21	50	47	30
Zm00001d006454	2020	1832	4855	5955	7929	8812	732	721	600	925	831	1035
Zm00001d006455	1693	1031	1140	1133	1256	1157	57	56	46	33	35	53
Zm00001d006459	3264	3457	3064	2376	2350	2347	52	25	24	31	13	28
Zm00001d006460	334	208	295	320	486	412	13	17	12	16	19	13
Zm00001d006461	1843	1893	1852	1053	1107	1202	269	235	207	241	150	259
Zm00001d006467	1068	543	193	399	125	119	78	71	86	22	9	22
Zm00001d006470	820	389	501	399	426	453	6	14	30	15	4	39
Zm00001d006474	3456	2668	3311	3315	3781	3522	77	66	75	123	80	107
Zm00001d006479	2845	2284	3064	1875	2222	2435	240	161	181	162	104	180
Zm00001d006480	4161	3130	3906	3842	3702	3980	478	481	421	458	407	478
Zm00001d006481	111	83	111	124	167	121	12	8	8	10	4	3
Zm00001d006493	1286	3714	1221	11788	431	2633	575	93	80	461	53	48
Zm00001d006494	3601	1282	1673	754	549	601	402	376	544	171	143	461
Zm00001d006496	2351	1176	1379	987	1185	1227	54	59	48	30	23	44
Zm00001d006497	1957	1183	1610	1235	1462	1221	9	7	7	5	6	5
Zm00001d006499	472	203	288	185	348	230	13	6	3	8	7	6
Zm00001d006502	377	338	410	517	804	702	67	63	65	142	136	144
Zm00001d006507	1948	1580	1938	1342	1630	1537	100	92	76	49	51	36
Zm00001d006509	111	39	56	221	81	206	6	3	3	12	6	13
Zm00001d006510	6899	6382	5450	4719	5195	4608	670	839	436	523	544	741
Zm00001d006511	15387	16932	15750	11693	3243	5147	1749	1241	901	671	533	359
Zm00001d006512	6768	6410	6883	4033	5120	4681	730	767	566	539	494	555
Zm00001d006533	3319	1572	2017	2042	2025	2073	197	171	198	182	176	273
Zm00001d006534	161	356	298	140	322	215	37	30	28	36	27	19
Zm00001d006547	2514	2211	2350	1964	2910	1890	567	476	403	338	247	451
Zm00001d006548	3176	2977	2775	4456	5331	4130	430	284	302	326	246	301
Zm00001d006551	2035	941	2840	3535	863	2507	215	83	125	103	36	68
Zm00001d006552	1782	1131	1336	1301	1475	1473	89	43	37	95	53	101
Zm00001d006555	1939	1246	1197	697	936	724	246	310	199	153	158	226
Zm00001d006561	516	491	479	247	395	329	86	68	59	24	17	15
Zm00001d006580	1945	1094	1296	910	1264	1095	266	298	289	217	254	455
Zm00001d006581	848	246	231	69	112	166	13	11	88	14	7	68
