gid	parA_rep1	parA_rep2	parA_rep3	parB_rep1	parB_rep2	parB_rep3	hybA_rep1	hybA_rep2	hybA_rep3	hybB_rep1	hybB_rep2	hybB_rep3
Zm00001d043303	1904	1948	1532	2039	1923	1921	12	15	19	11	11	13
Zm00001d043314	2618	3402	1971	1871	2023	1882	23	51	37	12	27	13
Zm00001d043320	364	431	278	223	232	157	13	5	12	12	11	16
Zm00001d043328	505	591	462	431	338	432	29	43	39	29	27	38
Zm00001d043329	3927	5711	3909	2249	2185	3121	303	289	249	123	116	107
Zm00001d043330	492	650	391	294	234	236	13	46	14	8	26	20
Zm00001d043335	2360	2712	2190	3559	3441	3360	602	688	686	806	993	965
Zm00001d043336	616	606	531	348	315	173	56	138	73	18	37	27
Zm00001d043337	296	404	230	180	196	135	44	38	43	33	41	30
Zm00001d043354	760	827	532	1	1	0	7	22	10	3	3	2
Zm00001d043358	281	517	232	115	100	112	6	6	15	3	3	7
Zm00001d043360	391	519	328	32	30	36	10	9	8	6	6	7
Zm00001d043361	99	144	111	204	134	85	57	43	67	12	16	24
Zm00001d043366	19	42	17	375	298	242	3	7	7	33	69	35
Zm00001d043367	260	157	184	444	373	372	3	17	11	21	16	21
Zm00001d043370	1159	1776	1014	732	584	536	118	124	152	71	72	65
Zm00001d043371	161	144	149	82	65	48	24	25	27	16	28	22
Zm00001d043374	1337	437	812	1853	2176	958	19	20	26	20	17	28
Zm00001d043380	70	123	70	156	163	87	64	51	30	24	33	22
Zm00001d043389	1996	1305	1429	1212	1212	1104	139	131	171	55	60	76
Zm00001d043392	1072	1337	1019	719	636	771	92	106	107	30	42	43
Zm00001d043395	1494	1753	1304	1031	799	661	256	296	283	185	242	240
Zm00001d043399	403	546	401	268	171	182	91	104	71	66	53	61
Zm00001d043400	116	247	122	173	163	155	5	15	5	17	10	17
Zm00001d043406	228	762	305	83	46	41	26	41	6	7	13	3
Zm00001d043407	3431	3192	2722	2190	2088	2517	417	558	583	180	288	255
Zm00001d043410	3066	3179	2480	2499	2490	2097	188	282	214	139	169	152
Zm00001d043414	1300	2001	1196	748	450	388	700	672	471	596	629	397
Zm00001d043419	120	363	243	30	4	8	30	14	6	13	5	3
Zm00001d043420	1805	2700	1454	1701	1517	1140	186	312	150	112	154	122
Zm00001d043422	194	153	177	294	299	282	41	47	63	32	51	72
Zm00001d043423	167	321	155	131	123	75	16	13	4	14	11	6
Zm00001d043425	909	1137	815	498	624	454	79	117	87	49	44	57
Zm00001d043428	1138	1029	731	963	782	640	9	8	25	27	14	19
Zm00001d043429	119	200	108	126	123	117	15	21	19	24	17	14
Zm00001d043430	9655	10282	7175	4839	2873	1813	4349	4690	5296	2531	2628	2984
Zm00001d043431	924	734	773	919	915	692	16	14	26	29	39	23
Zm00001d043432	1034	913	895	607	636	605	9	11	4	5	3	6
Zm00001d043434	2032	2631	1978	2030	2021	1631	146	148	154	91	106	117
Zm00001d043439	1177	1457	1010	555	598	450	35	60	48	22	25	26
Zm00001d043441	342	425	306	417	306	170	53	35	15	37	34	27
Zm00001d043443	1679	2619	1554	346	142	474	474	437	331	129	96	67
Zm00001d043444	587	665	476	1013	1572	1594	94	97	85	112	81	127
Zm00001d043445	402	345	320	107	88	67	50	30	43	27	21	24
Zm00001d043449	363	359	318	283	230	247	71	34	33	33	19	16
Zm00001d043450	127	221	118	576	617	588	12	27	31	35	39	61
Zm00001d043452	2389	2489	2342	2861	2811	2604	176	257	226	246	250	222
Zm00001d043458	6243	7253	5300	248	65	82	1164	1289	1277	230	281	206
Zm00001d043459	1226	1390	1066	749	639	663	112	177	159	76	137	151
Zm00001d043462	1136	1406	1034	567	622	753	30	15	25	17	35	24
Zm00001d043465	895	979	773	1055	940	793	165	214	158	182	201	184
Zm00001d043469	531	690	580	256	190	190	68	52	72	38	32	35
Zm00001d043473	436	520	318	388	402	364	2	8	11	10	10	5
Zm00001d043483	235	424	235	364	357	270	14	13	10	11	16	5
Zm00001d043490	915	561	843	2332	2063	1578	107	163	180	87	99	69
Zm00001d043492	557	536	489	302	349	321	22	35	39	16	24	29
Zm00001d043494	1733	2066	1433	1523	1530	1212	231	218	211	233	250	252
Zm00001d043497	2787	3198	2296	2214	2282	2143	6	14	17	21	20	14
Zm00001d043500	207	174	201	231	179	203	10	10	18	17	6	25
Zm00001d043502	777	917	691	684	691	553	54	82	53	30	44	33
Zm00001d043504	1686	2022	1383	1464	1431	998	282	336	260	234	237	203
Zm00001d043506	191	213	143	231	226	168	2	19	10	6	22	12
Zm00001d043508	110	131	108	194	199	247	17	8	8	23	13	28
Zm00001d043511	642	927	641	2027	1542	1481	86	76	70	65	61	61
Zm00001d043514	1182	1252	1113	1044	947	920	417	451	414	459	502	416
Zm00001d043515	1360	1785	1390	1808	1982	2036	145	155	123	103	79	80
Zm00001d043516	1667	1618	1408	1149	1067	868	101	123	130	78	107	75
Zm00001d043517	2366	1582	2074	4226	2911	2148	77	76	95	97	124	99
Zm00001d043520	1315	1017	1150	759	975	432	148	173	149	60	105	95
Zm00001d043524	717	908	681	701	374	462	141	192	127	222	295	270
Zm00001d043538	4602	2574	5172	238	353	633	181	136	249	58	48	67
Zm00001d043539	624	686	541	1185	1146	1482	17	45	20	44	57	30
Zm00001d043548	396	529	363	643	531	439	31	60	37	30	23	30
Zm00001d043569	1422	946	1400	472	912	1211	9	46	48	10	24	24
Zm00001d043573	3055	2943	3278	2159	2424	2080	51	23	31	17	17	29
Zm00001d043649	1575	2317	1609	2289	2904	2178	97	120	95	24	32	26
Zm00001d043736	560	490	500	518	652	719	100	104	103	98	85	93
Zm00001d043737	18	46	45	60	13	10	40	11	4	45	16	12
Zm00001d043740	94	404	65	71	60	181	34	13	8	19	5	5
Zm00001d043757	7172	7298	6489	3426	3732	3764	609	805	793	429	483	421
Zm00001d043766	7582	7465	6669	4215	7032	5091	283	256	315	129	128	128
Zm00001d043767	436	430	403	409	497	433	31	40	34	45	49	60
Zm00001d043768	415	712	401	355	376	411	31	48	37	37	43	43
Zm00001d043771	129	89	70	124	108	75	11	17	2	6	12	6
Zm00001d043773	1599	2115	1511	1688	1711	1409	448	471	396	370	362	346
Zm00001d043775	1302	1430	1115	1251	1352	1039	60	63	48	52	37	54
Zm00001d043776	381	515	388	510	543	459	18	28	16	26	24	23
Zm00001d043779	587	721	509	393	393	306	119	105	92	87	64	49
Zm00001d043780	1635	1813	1559	1535	1324	1643	92	78	90	56	66	47
Zm00001d043784	448	537	395	352	342	450	77	24	39	22	13	24
Zm00001d043785	338	476	357	571	714	625	4	19	14	7	10	12
Zm00001d043786	245	222	208	1140	1148	843	16	28	48	17	27	37
Zm00001d043787	364	366	290	516	493	393	71	47	32	31	25	20
Zm00001d043795	1803	3527	2013	4563	5625	7703	1159	1074	791	954	926	472
Zm00001d043797	3225	3646	2890	3256	3471	3226	123	162	106	88	112	84
Zm00001d043830	46	147	57	121	100	79	5	1	8	3	11	15
Zm00001d043834	6532	6209	5801	8343	7094	5517	524	551	466	326	371	334
Zm00001d043835	391	500	387	392	380	292	16	6	14	5	2	5
Zm00001d043851	870	1107	987	174	134	320	40	42	30	28	36	15
Zm00001d043854	2134	2347	2013	1167	1011	1692	89	84	71	65	61	60
Zm00001d043855	769	1105	743	939	873	909	154	124	96	174	161	111
Zm00001d043857	195	255	151	287	297	273	8	6	17	5	4	7
Zm00001d043860	578	365	442	661	689	446	93	114	127	90	123	127
Zm00001d043861	2549	3008	2422	3094	3161	2723	186	190	185	163	214	194
Zm00001d043863	433	401	364	861	833	708	65	94	103	126	203	141
Zm00001d043864	84	331	76	225	146	219	6	2	5	8	6	6
Zm00001d043868	440	446	304	892	642	538	29	26	30	118	87	103
Zm00001d043878	727	848	689	685	612	573	121	115	131	99	87	89
Zm00001d043879	231	242	191	312	335	388	7	18	2	15	13	7
Zm00001d043880	964	853	1057	586	837	834	114	136	149	67	90	118
Zm00001d043890	938	862	992	277	342	429	29	55	45	11	23	15
Zm00001d043895	1321	1463	1081	857	952	1116	149	162	140	109	148	116
Zm00001d043900	1442	1712	1455	1074	1263	1286	105	105	77	74	67	63
Zm00001d043902	341	459	265	253	274	361	11	38	35	11	63	45
Zm00001d043903	443	407	357	422	428	361	59	69	31	57	75	27
Zm00001d043905	1173	1983	1250	4768	4293	3315	263	309	281	280	404	392
Zm00001d043907	1589	2010	1587	657	657	720	21	26	24	9	17	15
Zm00001d043915	934	711	851	762	711	565	64	56	38	54	20	27
Zm00001d043922	2253	2116	1687	715	444	367	163	195	186	135	189	142
Zm00001d043927	625	663	639	380	424	220	12	39	19	20	33	32
Zm00001d043929	2644	5258	2282	947	470	703	250	249	164	189	227	189
Zm00001d043935	442	1133	373	181	164	227	32	34	55	53	30	58
Zm00001d043941	437	431	397	390	226	220	28	48	100	11	23	57
Zm00001d043942	6805	7788	5840	3297	3442	3309	1538	1661	1195	935	1022	940
Zm00001d043943	46	40	34	562	349	248	9	16	21	34	54	47
Zm00001d043945	299	387	284	169	229	195	33	28	9	18	9	9
Zm00001d043948	702	921	646	630	595	575	59	65	53	60	80	49
Zm00001d043954	4920	4550	4178	6276	9028	9489	44	54	50	57	48	35
Zm00001d043955	3965	5210	3562	3209	2741	3026	113	118	128	101	73	95
Zm00001d043959	1459	1864	1318	117	95	136	129	142	92	50	56	42
Zm00001d043963	463	516	397	277	312	284	34	34	37	22	35	26
Zm00001d043965	15255	14926	13453	11891	9025	6090	2078	2186	2074	568	716	534
Zm00001d043970	366	482	407	903	878	631	94	127	119	110	172	129
Zm00001d043971	5233	5094	4599	5148	5976	5375	2095	2405	2279	1754	2185	1998
Zm00001d043972	392	498	416	339	211	252	119	99	110	57	53	60
Zm00001d043974	235	250	227	360	406	438	53	54	46	70	59	63
Zm00001d043981	477	742	413	196	157	139	84	75	51	17	43	28
Zm00001d043984	965	808	918	631	540	544	10	21	14	10	9	14
Zm00001d043986	5693	5461	4842	6562	5229	5229	750	903	792	812	846	830
Zm00001d043988	12685	6266	12280	3073	3496	5819	565	1087	983	273	431	380
Zm00001d043992	562	783	558	253	254	557	32	13	37	25	10	9
Zm00001d043997	919	1471	856	464	493	429	81	137	90	28	49	35
Zm00001d043998	5301	5257	5096	6228	6826	5638	419	557	416	465	580	457
Zm00001d044010	410	238	351	1100	568	421	95	46	51	28	38	36
Zm00001d044016	1175	1292	1137	2899	3220	3027	6	8	8	9	21	6
Zm00001d044019	1084	1100	1020	1034	1128	1011	7	7	13	8	6	7
Zm00001d044020	93	160	70	143	174	157	5	6	4	9	37	17
Zm00001d044023	537	909	517	373	550	418	8	16	16	8	5	13
Zm00001d044024	2272	3969	3086	2300	2756	3410	606	438	404	267	215	194
Zm00001d044033	6403	6184	5736	2626	2646	3577	343	338	308	163	169	126
Zm00001d044035	27845	29538	23395	15648	15633	15416	3563	4389	3909	3427	4023	3822
Zm00001d044036	423	495	409	79	77	78	11	37	20	7	38	13
Zm00001d044042	2803	3079	2283	2835	2096	1574	676	728	614	540	614	489
Zm00001d044043	1341	1063	1298	1984	2455	2641	56	92	76	75	60	85
Zm00001d044045	5558	4316	5538	1625	1724	1770	1692	1842	1641	276	339	312
Zm00001d044048	303	255	274	1031	1452	1177	13	47	55	45	101	87
Zm00001d044054	3382	3455	2603	2498	2382	2951	121	145	95	24	20	19
Zm00001d044056	1207	1471	1118	2062	2820	6303	304	255	276	475	434	455
Zm00001d044059	857	1200	609	738	740	508	78	102	75	159	148	165
Zm00001d044060	2649	2146	2385	3370	2453	2024	343	210	336	309	261	273
Zm00001d044061	1319	1057	1309	412	419	328	46	66	119	14	15	28
Zm00001d044068	460	422	408	329	347	326	15	14	27	12	10	12
Zm00001d044076	745	1558	690	309	238	483	48	32	47	57	53	46
Zm00001d044079	482	514	399	794	665	685	178	235	51	224	300	56
Zm00001d044083	5245	5108	4764	5913	5137	4026	722	666	712	564	608	636
Zm00001d044086	840	1022	741	629	433	394	106	115	185	113	148	179
Zm00001d044088	302	651	310	220	205	152	6	12	10	2	6	3
Zm00001d044093	61	101	46	80	76	53	4	5	4	16	5	12
Zm00001d044096	4475	4437	4122	5421	6356	5797	884	1385	839	914	1351	842
Zm00001d044101	280	370	264	530	469	409	10	11	13	10	10	13
Zm00001d044102	2954	3328	2398	2039	1959	2060	65	97	74	40	70	39
Zm00001d044104	3257	2204	2654	1835	1380	1590	964	1099	968	589	653	561
Zm00001d044105	165	156	133	644	1111	1045	19	20	21	34	49	33
Zm00001d044106	793	847	654	2724	5246	5765	86	107	124	182	253	284
Zm00001d044109	3400	2834	2795	3918	4860	3954	12	19	16	15	15	12
Zm00001d044121	319	618	361	326	251	321	41	35	46	34	28	28
Zm00001d044122	4615	2888	5284	17317	19080	5765	25582	9608	8835	30118	11343	10817
Zm00001d044127	2003	2585	1728	3275	3013	2447	358	351	339	301	302	307
Zm00001d044130	433	398	358	250	206	145	192	285	260	71	98	95
Zm00001d044136	5199	6575	4740	11723	13528	9020	1197	1544	1086	1371	1932	1287
Zm00001d044139	1177	1109	1126	917	1051	762	100	65	123	90	86	104
Zm00001d044142	751	1499	1156	389	577	699	147	113	107	200	147	154
Zm00001d044144	1054	1502	918	1035	1271	1174	62	90	31	49	63	39
Zm00001d044153	432	891	322	467	546	1082	14	7	2	11	5	7
Zm00001d044156	2109	3970	2139	6783	6607	6865	12	41	37	122	257	210
Zm00001d044157	1532	1731	1371	4157	3329	2309	63	48	87	320	178	330
Zm00001d044164	561	692	463	614	621	606	52	40	39	53	56	49
Zm00001d044170	301	394	274	382	234	166	10	10	5	2	4	5
Zm00001d044172	4935	5581	4169	4885	4368	4215	438	572	442	557	573	536
Zm00001d044175	7651	6819	6131	2815	2594	2231	1129	831	988	354	328	389
Zm00001d044179	1617	1613	1312	891	855	934	43	93	95	25	58	42
Zm00001d044184	1667	1926	1515	839	802	840	72	126	87	49	41	34
Zm00001d044185	1486	2019	1169	713	605	638	170	340	175	99	194	128
Zm00001d044186	1273	1860	1340	330	262	250	10	10	24	11	31	24
Zm00001d044188	328	343	362	419	360	308	55	115	92	38	79	63
Zm00001d044189	628	1063	667	343	325	382	129	134	135	136	101	107
Zm00001d044191	1265	1627	1222	1154	1229	917	454	460	385	323	328	273
Zm00001d044192	208	215	254	127	106	135	21	15	12	10	14	9
Zm00001d044193	656	627	582	862	833	731	97	95	108	63	65	62
Zm00001d044195	2521	2727	2228	2683	3035	2480	58	83	54	44	60	55
Zm00001d044201	1322	1457	1220	893	947	644	129	171	112	78	89	54
Zm00001d044202	180	379	165	140	63	55	22	36	11	15	28	7
Zm00001d044203	447	620	442	414	370	326	36	41	16	27	40	13
Zm00001d044211	153	213	148	659	547	335	68	103	79	144	234	151
Zm00001d044212	3972	3462	3327	5238	4401	3802	524	631	633	436	483	441
Zm00001d044224	311	356	237	402	326	305	15	19	14	4	5	4
Zm00001d044243	898	950	797	806	762	612	167	158	137	134	168	143
Zm00001d044253	1082	941	837	1357	1735	1930	64	82	93	77	72	73
Zm00001d044254	5402	3641	3361	516	701	568	34	154	98	5	23	23
Zm00001d044255	1482	1668	1225	766	805	624	226	308	234	48	91	28
Zm00001d044266	1974	2364	1764	2043	2057	2179	344	311	283	321	360	287
Zm00001d044267	419	479	360	520	513	436	45	58	49	40	32	45
Zm00001d044271	4388	4708	3772	5099	5649	4700	329	364	381	343	379	294
Zm00001d044273	1396	1453	1244	1614	1760	1391	56	73	67	47	92	60
Zm00001d044274	784	590	646	754	686	460	24	12	12	20	11	4
Zm00001d044278	464	524	392	543	412	342	41	38	27	46	32	28
Zm00001d044281	555	379	256	390	435	875	24	55	49	7	23	26
Zm00001d044283	196	163	200	204	196	138	12	14	9	9	11	8
Zm00001d044285	101	228	83	162	156	141	38	27	23	17	28	30
Zm00001d044287	13760	16475	10962	7037	6261	6407	531	759	517	340	571	374
Zm00001d044290	110	262	109	763	753	437	95	111	86	114	128	110
Zm00001d044297	961	1391	856	565	535	516	66	86	72	37	58	35
Zm00001d044300	747	1298	501	51	81	183	19	6	22	9	4	17
Zm00001d044301	2432	3333	2775	2754	2685	3121	507	425	512	359	306	348
Zm00001d044302	215	458	220	341	299	297	20	8	25	18	13	38
Zm00001d044303	5079	4431	4568	4831	4909	3484	547	530	458	354	466	405
Zm00001d044304	590	677	506	670	697	556	19	27	25	18	25	17
Zm00001d044312	721	701	574	870	810	595	3	28	42	5	15	13
Zm00001d044324	1254	1382	1158	971	1007	866	38	34	23	29	24	27
Zm00001d044327	306	726	271	125	123	419	288	209	92	255	214	129
Zm00001d044330	587	619	496	441	457	491	43	54	41	41	49	32
Zm00001d044332	1476	1666	1222	1668	1731	1689	16	49	14	3	27	12
Zm00001d044333	1432	1434	1142	1052	1020	985	201	258	197	207	246	180
Zm00001d044335	315	168	297	456	392	364	67	50	55	36	34	45
Zm00001d044338	632	882	618	744	822	718	64	58	56	43	40	53
Zm00001d044339	10448	12020	9191	5523	4346	3844	1062	1239	938	610	703	528
Zm00001d044358	745	748	681	468	463	425	26	20	23	13	16	14
Zm00001d044364	2513	2353	2354	1843	2025	1615	59	96	52	29	54	38
Zm00001d044365	415	387	384	715	643	463	46	65	54	66	55	51
Zm00001d044367	489	485	365	406	370	413	22	12	14	16	11	11
Zm00001d044373	1172	2597	965	140	127	326	57	43	87	38	40	42
Zm00001d044379	1990	1989	1828	2008	2075	1899	93	99	110	74	80	79
Zm00001d044388	711	972	607	664	459	428	13	19	7	4	11	4
Zm00001d044390	2542	6674	2396	537	478	1319	88	85	58	83	64	67
Zm00001d044391	2309	2571	1947	1678	1477	1157	170	194	202	92	104	86
Zm00001d044393	799	881	640	629	571	490	19	67	73	8	30	17
Zm00001d044394	869	1215	777	130	141	112	46	101	81	15	23	33
Zm00001d044405	1460	1577	1107	1253	1492	1278	92	279	184	44	71	29
Zm00001d044409	467	399	358	468	310	252	10	43	14	4	18	14
Zm00001d044412	3063	2622	2496	2684	2761	2421	215	272	187	204	244	201
Zm00001d044415	276	290	212	172	158	135	39	58	36	13	28	17
Zm00001d044416	543	860	585	194	149	152	39	41	36	13	19	17
Zm00001d044417	597	721	556	505	484	420	74	98	82	66	89	72
Zm00001d044421	4134	3757	3949	14032	18390	17030	277	335	308	382	425	446
Zm00001d044422	710	896	668	490	484	530	86	77	60	33	12	21
Zm00001d044425	422	453	371	361	328	412	18	25	10	7	7	9
Zm00001d044426	5029	3680	3344	2713	3902	4440	555	330	343	228	152	155
Zm00001d044429	673	842	518	724	717	684	25	62	36	40	40	35
Zm00001d044430	333	227	271	454	362	242	20	16	21	10	10	8
Zm00001d044431	1198	1092	1167	2232	1890	1623	81	109	87	119	105	94
Zm00001d044432	1073	1498	925	1409	1554	1317	57	86	62	29	33	41
Zm00001d044433	781	955	741	541	466	330	38	30	27	12	8	19
Zm00001d044434	1600	2704	1496	708	557	1160	101	140	129	79	88	105
Zm00001d044441	2963	3093	2499	2801	2437	2393	190	443	203	82	342	92
Zm00001d044442	2450	3775	2213	2057	1891	2304	200	128	147	85	59	74
Zm00001d044445	2555	2062	2199	2929	3035	2699	639	990	513	1095	1470	995
Zm00001d044455	74615	96900	71681	111164	146957	151136	9015	10030	9659	13025	14320	13696
Zm00001d044459	814	1130	799	569	538	375	119	149	112	71	158	78
Zm00001d044461	617	786	589	909	1031	973	81	120	108	93	87	107
Zm00001d044464	482	539	439	822	887	860	38	112	75	53	90	72
Zm00001d044468	254	335	202	227	306	230	49	47	62	52	54	71
Zm00001d044469	1333	1580	1219	1368	1175	1271	81	93	87	133	184	132
Zm00001d044470	1611	1782	1687	1739	2036	1695	207	205	245	122	134	119
Zm00001d044475	1293	1343	1104	834	540	594	351	434	336	293	332	226
Zm00001d044478	5830	5243	4997	2266	2350	2334	665	778	769	324	402	323
Zm00001d044479	401	877	365	305	171	120	66	44	28	39	13	17
Zm00001d044481	664	683	548	577	659	599	71	117	78	25	62	27
Zm00001d044490	1127	1568	1045	948	710	778	104	115	86	68	50	52
Zm00001d044495	1578	1270	1305	1854	1800	1849	78	136	94	68	113	91
Zm00001d044497	1162	1587	1030	1187	1105	1103	190	266	265	152	269	257
Zm00001d044506	1304	1637	1121	846	857	696	210	216	162	145	165	134
Zm00001d044510	2409	3527	2171	2171	2345	2419	31	64	43	46	38	31
Zm00001d044511	536	656	505	459	592	537	16	12	6	8	8	2
Zm00001d044513	1357	1070	1136	2030	2308	1656	8	10	25	8	6	6
Zm00001d044515	369	404	329	329	378	366	3	8	7	7	10	10
Zm00001d044516	26591	35747	25297	11336	11640	25205	1948	1984	1839	1669	1752	1607
Zm00001d044525	1589	1948	1620	1159	1271	2304	187	243	250	162	199	161
Zm00001d044527	795	901	688	637	606	550	125	196	118	68	139	74
Zm00001d044528	1802	1445	1428	1177	1310	1292	251	263	293	215	247	237
Zm00001d044533	18659	24576	20298	18814	19749	41655	1634	1729	1941	897	726	941
Zm00001d044540	2676	1160	2532	2756	1798	1323	65	75	63	29	23	13
Zm00001d044542	268	324	255	120	114	111	9	14	6	2	16	3
Zm00001d044548	761	774	712	1853	1302	1209	84	108	129	94	98	93
Zm00001d044551	1395	1437	1209	1530	1597	1435	48	9	20	30	13	13
Zm00001d044552	1177	1110	1052	658	573	413	36	55	32	23	23	24
Zm00001d044553	1178	1346	1037	1110	993	758	109	246	89	131	253	139
Zm00001d044554	902	805	757	963	891	822	158	228	209	88	109	102
Zm00001d044555	4661	4372	4014	5280	4925	4722	135	159	136	53	87	76
Zm00001d044575	5486	3961	4186	3865	3238	2848	829	879	866	412	472	438
Zm00001d044579	819	1226	1125	3399	1897	1508	362	433	198	197	229	154
Zm00001d044580	992	2395	1724	1291	95	38	1266	1567	1028	336	410	246
Zm00001d044593	1832	2205	1615	1611	1688	1386	74	88	84	60	67	67
Zm00001d044597	292	339	255	224	177	191	29	68	36	19	58	20
Zm00001d044599	5038	4697	5987	5898	7456	6331	565	597	727	374	425	477
Zm00001d044600	2929	3155	2427	3250	3407	2633	126	152	160	92	124	100
Zm00001d044601	402	332	312	441	428	357	19	29	29	21	19	30
Zm00001d044604	6632	5515	6296	3575	2916	4506	37	36	51	8	12	15
Zm00001d044614	3364	3637	3078	3007	2962	2454	352	427	381	348	268	287
Zm00001d044618	701	416	511	424	627	415	37	110	35	17	46	25
Zm00001d044619	166	214	142	101	103	78	37	77	21	23	42	26
Zm00001d044621	391	459	389	411	375	372	17	1	16	4	7	2
Zm00001d044622	416	465	457	206	287	386	42	51	49	36	39	24
Zm00001d044629	120	146	87	220	179	135	19	16	35	10	19	10
Zm00001d044630	305	345	256	969	1226	910	11	18	15	29	28	26
Zm00001d044641	333	321	275	359	307	356	6	6	20	4	11	17
Zm00001d044646	4006	5829	3591	4695	4521	5624	403	390	313	528	585	515
Zm00001d044648	5238	4913	4866	4479	4742	6101	358	358	368	290	355	350
Zm00001d044650	575	535	511	186	97	92	85	83	41	20	17	16
Zm00001d044653	2646	3155	2340	1745	1696	1522	307	284	248	188	192	159
Zm00001d044657	418	449	347	293	326	273	52	68	65	31	48	30
Zm00001d044662	461	1001	472	789	710	692	6	1	5	37	8	40
Zm00001d044663	726	817	596	722	675	820	9	19	19	13	8	16
Zm00001d044664	3674	4264	3169	2460	1694	2083	172	152	144	105	116	90
Zm00001d044665	1850	1976	1605	926	765	651	135	232	134	52	73	39
Zm00001d044666	7	18	10	104	55	33	1	2	3	12	12	12
Zm00001d044673	3116	3635	2747	3220	2739	2389	22	21	10	7	13	5
Zm00001d044674	2409	2828	2022	1734	2133	1972	307	355	292	238	232	211
Zm00001d044683	4604	2567	3687	6669	4548	2315	3891	3621	4054	5110	5057	5310
Zm00001d044685	55738	19561	39664	57896	58175	48022	3488	3902	4695	5192	6713	6375
Zm00001d044686	95800	60872	79651	142637	143870	120760	3837	3278	3965	5726	5351	5845
Zm00001d044689	830	887	608	506	423	346	27	62	34	18	49	21
Zm00001d044691	431	715	374	323	244	305	17	24	16	21	7	10
Zm00001d044693	539	456	447	655	590	407	7	5	15	11	10	10
Zm00001d044695	527	652	601	286	622	499	11	11	5	6	13	5
Zm00001d044696	486	722	413	443	483	436	18	28	21	13	14	29
Zm00001d044698	1088	1690	943	551	661	775	72	129	57	24	56	25
Zm00001d044699	2206	2732	2006	2754	2660	2365	212	257	271	234	282	247
Zm00001d044704	1024	1039	900	590	782	594	12	18	5	2	3	3
Zm00001d044744	576	1099	357	457	420	467	15	17	14	13	38	24
Zm00001d044745	197	229	159	321	276	177	57	57	87	66	65	77
Zm00001d044747	1901	2468	1610	1881	1832	2145	329	387	312	310	355	371
Zm00001d044754	5190	5081	4522	4695	4346	4044	23	74	21	31	52	39
Zm00001d044757	2927	3584	2807	2979	2964	2882	81	95	85	63	66	69
Zm00001d044766	146	186	120	117	132	140	4	11	12	4	2	8
Zm00001d044769	439	865	326	59	70	232	16	15	21	20	21	29
Zm00001d044773	191	135	167	251	181	200	12	5	10	7	4	11
Zm00001d044774	1029	1187	990	904	910	832	232	401	246	96	114	96
Zm00001d044813	277	241	230	413	305	200	47	92	82	32	44	38
Zm00001d044814	1462	1414	1359	1364	1208	1044	52	81	71	82	63	61
Zm00001d044815	1058	1317	911	943	783	773	20	46	19	34	35	28
Zm00001d044823	418	502	333	246	257	222	22	40	32	15	19	8
Zm00001d044828	940	1055	920	780	655	683	334	405	370	190	214	208
Zm00001d044831	2160	2243	1933	1212	1229	1339	437	425	459	237	266	290
Zm00001d044845	4842	3341	3514	3569	3148	2175	86	230	67	50	113	48
Zm00001d044849	676	780	563	235	258	198	20	10	20	4	6	9
Zm00001d044860	1108	1196	975	1264	1405	1354	206	226	240	216	257	251
Zm00001d044861	2549	2480	2286	889	1292	2412	603	791	537	230	282	223
Zm00001d044864	4195	4364	3946	3128	4017	3701	232	233	233	292	337	352
Zm00001d044869	638	714	503	592	483	588	219	283	257	182	187	155
Zm00001d044916	1097	1239	978	1123	1191	1105	61	54	55	64	37	74
Zm00001d044917	1031	1431	953	1224	1365	1232	153	226	209	195	199	195
Zm00001d044920	1066	1565	752	1597	1246	1025	339	436	375	294	284	235
Zm00001d044921	588	1661	534	1347	989	1399	76	95	65	115	104	116
Zm00001d044922	154	170	128	157	115	112	4	11	3	7	8	6
Zm00001d044923	382	487	367	522	420	446	33	41	27	26	30	42
Zm00001d044925	206	185	73	194	168	118	52	37	96	38	29	50
Zm00001d044929	2044	2051	1762	1201	1502	1516	209	209	158	111	122	119
Zm00001d044930	55	36	25	204	174	148	8	5	7	15	5	12
Zm00001d044931	305	353	224	291	275	267	26	28	6	19	20	17
Zm00001d044939	5525	6765	5249	6239	6029	5193	879	980	784	464	520	425
Zm00001d044940	1149	1311	807	4235	6092	4005	35	35	55	103	66	84
Zm00001d044944	203	196	180	188	175	108	9	8	10	10	14	12
Zm00001d044945	549	820	445	287	247	266	45	57	75	58	64	48
Zm00001d044961	1069	1237	969	728	703	685	14	14	59	17	18	40
Zm00001d044971	2237	2724	2182	2199	1992	1892	182	220	237	147	135	127
Zm00001d044979	1772	1842	1550	1737	1744	1621	208	251	174	161	176	124
Zm00001d044985	2336	2449	2324	1702	1826	1792	632	794	545	395	507	359
Zm00001d044987	10498	7018	8494	7880	6555	4682	626	677	717	305	382	408
Zm00001d044995	260	593	207	274	321	534	1	7	13	7	6	6
Zm00001d045000	2415	3406	2305	1492	1084	1376	93	82	75	19	37	17
Zm00001d045014	395	308	320	776	1124	967	21	46	58	39	87	96
Zm00001d045015	242	349	210	172	178	171	29	39	35	36	29	30
Zm00001d045017	327	329	257	296	231	148	9	10	9	9	16	9
Zm00001d045021	306	492	289	143	189	140	6	19	9	6	23	9
Zm00001d045025	8811	8286	6155	10423	6978	7003	617	713	755	307	442	347
Zm00001d045026	995	1519	1194	1229	1649	1965	141	162	133	163	163	144
Zm00001d045028	6589	8294	5194	3866	3419	3066	30	23	23	14	22	11
