gid	parA_rep1	parA_rep2	parA_rep3	parB_rep1	parB_rep2	parB_rep3	hybA_rep1	hybA_rep2	hybA_rep3	hybB_rep1	hybB_rep2	hybB_rep3
Zm00001d007503	484	1033	468	347	302	417	22	5	11	18	7	13
Zm00001d007508	2952	3312	2471	1464	1256	1093	349	372	305	163	168	152
Zm00001d007517	766	762	686	3279	3521	2567	76	55	72	100	123	100
Zm00001d007522	1415	2038	1228	726	701	666	51	71	53	27	25	27
Zm00001d007585	627	875	560	524	530	365	9	45	19	4	19	8
Zm00001d007594	751	762	695	390	386	402	116	74	101	43	28	36
Zm00001d007595	216	355	223	4	9	15	3	14	10	9	13	8
Zm00001d007597	901	830	769	1011	971	651	57	97	86	30	35	40
Zm00001d007599	767	1103	850	606	664	627	163	189	201	107	121	138
Zm00001d007600	676	887	601	806	897	942	111	136	118	88	120	97
Zm00001d007609	1895	1363	1830	698	999	1300	46	38	20	7	17	3
Zm00001d007610	464	476	415	341	332	322	5	18	25	5	15	11
Zm00001d007633	4051	6220	3496	2774	2525	3180	466	536	481	239	266	269
Zm00001d007639	627	694	634	628	548	560	51	68	47	21	33	38
Zm00001d007640	1042	1235	975	1064	1193	1107	72	91	88	55	73	62
Zm00001d007645	784	998	714	182	290	181	55	50	16	16	14	9
Zm00001d007650	2849	3048	2478	1752	2010	1724	123	136	110	48	53	58
Zm00001d007661	508	737	524	660	711	603	2	11	9	14	17	6
Zm00001d007675	308	520	413	451	474	367	24	16	25	16	20	14
Zm00001d007687	7271	5765	6085	16629	17393	15187	907	1024	1094	1769	1879	1928
Zm00001d007692	5410	5892	4798	4256	4316	4716	619	578	555	718	775	676
Zm00001d007698	2441	2580	2339	2114	2260	1918	187	99	146	176	85	97
Zm00001d007706	1266	1280	1154	992	879	820	105	123	80	108	126	76
Zm00001d007709	405	466	502	945	583	1091	12	3	12	17	6	15
Zm00001d007715	647	684	440	348	365	365	64	81	116	33	41	39
Zm00001d007718	502	289	169	5095	40897	43020	16	42	33	43	90	101
Zm00001d007719	1479	1730	1325	1758	1783	1635	161	106	167	96	69	94
Zm00001d007753	33019	30241	33178	41864	45112	49341	1765	1858	1797	2948	3580	3037
Zm00001d007754	847	783	751	848	724	655	101	103	118	90	103	85
Zm00001d007755	4269	4914	3659	4891	4083	3776	131	154	124	86	104	84
Zm00001d007757	2943	3372	2578	2819	2535	2484	74	97	60	54	54	58
Zm00001d007758	3446	4212	3018	2462	2180	1891	169	297	153	93	153	111
Zm00001d007760	475	449	319	338	292	273	28	47	29	28	45	32
Zm00001d007763	1345	1420	1244	1313	1364	1373	21	17	19	17	18	22
Zm00001d007764	1585	3239	1176	472	465	450	9	10	9	19	24	9
Zm00001d007769	662	848	590	711	725	645	63	71	61	47	48	53
Zm00001d007770	927	1209	862	1116	1075	953	8	14	11	24	28	29
Zm00001d007772	2414	1740	2003	1595	1545	1722	143	177	167	142	171	171
Zm00001d007774	235	212	242	457	396	336	47	36	39	42	26	42
Zm00001d007776	349	432	293	237	222	151	16	1	21	21	8	14
Zm00001d007778	342	357	280	343	361	344	3	19	20	6	16	11
Zm00001d007785	814	510	712	2557	2849	1982	240	245	183	334	389	376
Zm00001d007800	1880	1946	1750	1891	1621	5609	174	172	175	30	39	31
Zm00001d007801	1035	1110	796	597	551	559	193	177	176	32	37	30
Zm00001d007802	1160	1270	1100	981	1101	862	171	239	219	134	154	167
Zm00001d007807	1413	1394	992	1517	1428	1748	73	133	101	97	106	108
Zm00001d007820	1202	959	1012	2965	3210	1912	237	244	359	182	216	242
Zm00001d007821	324	356	275	342	330	314	56	59	68	116	96	116
Zm00001d007822	871	1019	774	446	404	424	58	61	110	51	38	50
Zm00001d007823	1671	2333	1565	1486	1173	1375	143	196	107	107	115	78
Zm00001d007824	6820	9518	6021	3893	2574	2999	1744	1575	1344	1462	1294	1208
Zm00001d007825	401	517	364	319	544	391	33	39	69	25	21	43
Zm00001d007826	504	618	478	389	418	331	41	44	43	32	18	33
Zm00001d007827	898	153	23	32	36	10	12	99	56	6	57	35
Zm00001d007830	3989	4858	3143	725	703	677	303	264	292	122	109	121
Zm00001d007835	1438	1872	1399	897	1010	951	192	183	204	123	100	114
Zm00001d007839	414	623	329	326	381	418	9	9	14	12	5	6
Zm00001d007843	745	577	626	1083	636	410	44	53	46	47	63	45
Zm00001d007845	382	369	387	1068	1017	645	13	26	12	38	38	27
Zm00001d007851	597	440	461	407	352	436	54	43	51	47	42	38
Zm00001d007857	2549	2255	2565	6353	4168	2808	708	817	892	615	804	781
Zm00001d007858	788	773	800	380	363	281	95	109	97	44	105	94
Zm00001d007865	16605	22778	17671	15764	20381	47148	1007	974	843	457	462	458
Zm00001d007870	6312	7216	5675	8130	9255	11685	1346	1572	1380	1599	1841	1636
Zm00001d007872	559	592	486	565	427	461	49	53	42	47	43	32
Zm00001d007881	340	543	308	167	181	127	83	79	92	43	29	43
Zm00001d007884	10254	10136	9554	6279	6924	6984	3251	3148	2956	1087	1212	1137
Zm00001d007886	1247	1160	1171	1326	1292	1036	111	122	132	99	99	106
Zm00001d007889	1675	2152	1639	1948	2057	2094	90	83	72	51	48	43
Zm00001d007890	2361	3816	2051	2074	1772	2016	39	32	48	23	18	36
Zm00001d007892	1951	2383	2086	4276	5431	8003	143	206	167	295	335	277
Zm00001d007896	212	83	181	66	56	55	11	22	22	9	18	14
Zm00001d007897	8031	8602	7392	7602	8431	7911	562	723	596	348	476	324
Zm00001d007898	735	1025	619	631	542	529	77	104	94	95	103	91
Zm00001d007900	920	1383	825	596	542	450	236	202	210	163	175	153
Zm00001d007901	5626	14414	7499	4292	5602	26683	2780	2490	1953	3252	3087	2307
Zm00001d007902	1677	2400	1440	1152	920	852	19	38	28	12	20	22
Zm00001d007904	18058	11589	13802	10398	14570	9780	139	156	129	46	64	57
Zm00001d007905	844	925	778	824	774	591	66	78	124	52	74	84
Zm00001d007907	1153	919	936	1898	1710	1285	33	56	44	41	75	60
Zm00001d007912	1653	1793	1476	1471	1668	1387	99	110	68	29	36	31
Zm00001d007915	840	1502	704	126	137	134	21	26	25	17	22	20
Zm00001d007933	6	7	9	16	10	40	6	5	3	6	11	7
Zm00001d007972	1413	2088	1266	1232	1145	999	105	131	120	122	140	128
Zm00001d007978	621	287	515	401	268	199	15	8	24	15	9	32
Zm00001d008177	1700	2221	1612	2326	2299	2130	58	49	56	7	11	7
Zm00001d008178	7768	6851	6683	11104	10539	7994	277	321	297	210	253	230
Zm00001d008181	1705	2334	1575	469	708	631	56	97	101	8	19	24
Zm00001d008189	3077	2605	2469	5305	6350	6201	4	8	6	5	13	3
Zm00001d008200	1126	1138	1123	832	1350	1382	93	169	197	51	69	88
Zm00001d008203	655	716	563	691	475	319	108	101	103	41	51	50
Zm00001d008205	292	287	285	157	148	101	7	8	6	2	3	2
Zm00001d008209	28	58	18	49	28	29	10	11	4	17	21	23
Zm00001d008210	614	1361	505	262	41	31	264	265	228	96	88	88
Zm00001d008215	951	1035	837	1000	927	752	257	231	187	206	231	187
Zm00001d008216	1076	1146	943	1146	943	827	186	137	153	181	187	111
Zm00001d008218	3806	4124	3288	3394	3025	2904	275	249	286	153	126	186
Zm00001d008219	178	157	141	200	130	209	11	12	32	18	22	33
Zm00001d008224	1606	1960	1398	1154	976	849	181	196	183	112	115	109
Zm00001d008226	1144	998	1108	1063	1103	1257	56	84	111	31	47	53
Zm00001d008228	314	299	300	434	355	232	127	170	157	141	121	151
Zm00001d008230	4960	5090	5328	13929	11132	7389	1720	2238	2157	1653	1949	2013
Zm00001d008233	1349	1536	1178	952	999	943	80	92	79	49	51	41
Zm00001d008236	2239	2588	2153	2396	2347	2118	175	235	170	110	145	110
Zm00001d008237	529	491	400	331	236	211	31	50	61	11	33	20
Zm00001d008238	596	739	489	532	333	303	56	59	46	36	32	27
Zm00001d008239	368	478	313	395	407	397	13	14	15	10	5	7
Zm00001d008242	854	1071	758	510	396	295	54	79	44	54	68	43
Zm00001d008244	809	966	719	1646	1232	1583	31	35	17	17	12	6
Zm00001d008245	2157	2817	1776	1019	806	804	449	479	363	175	246	187
Zm00001d008248	343	267	308	514	578	530	12	10	15	8	7	12
Zm00001d008249	2550	3000	2243	1975	2099	1579	543	475	479	304	251	278
Zm00001d008303	250	329	306	410	519	286	52	5	21	33	15	17
Zm00001d008323	1068	1295	925	1033	1029	951	35	23	32	25	23	26
Zm00001d008327	625	1286	542	321	203	295	22	43	39	16	32	24
Zm00001d008330	564	502	423	304	314	290	54	56	50	25	27	33
Zm00001d008333	2433	3501	2015	1604	1705	1728	111	230	162	92	164	131
Zm00001d008342	418	459	330	312	246	265	59	103	105	82	77	73
Zm00001d008345	3597	4265	3207	3025	3073	2707	499	558	478	308	371	274
Zm00001d008356	197	190	152	229	198	135	9	38	20	22	31	21
Zm00001d008357	3564	4129	3004	3076	2672	3442	326	379	338	402	408	322
Zm00001d008360	1077	1320	949	1342	1195	1022	160	172	156	76	78	69
Zm00001d008363	546	644	534	705	782	710	64	117	107	87	134	106
Zm00001d008374	189	209	162	1917	1530	1386	11	10	12	10	9	28
Zm00001d008376	659	771	577	1614	1615	1337	202	280	218	287	442	398
Zm00001d008377	4568	4281	3991	6122	4619	4674	250	275	256	152	140	139
Zm00001d008379	3894	3549	3546	4217	3606	3071	1401	1375	1704	659	620	688
Zm00001d008380	415	695	390	115	126	114	16	10	6	9	3	4
Zm00001d008386	703	1041	588	568	615	524	51	45	64	35	35	36
Zm00001d008387	19015	23410	16606	10302	9781	10098	2089	2257	1794	2174	2494	1966
Zm00001d008392	198	184	170	55	60	167	31	47	33	8	16	9
Zm00001d008395	1361	1262	1232	1583	1468	1259	56	73	64	31	35	29
Zm00001d008404	265	302	261	136	77	66	4	2	5	23	6	9
Zm00001d008405	999	1044	896	573	645	581	55	81	51	35	48	60
Zm00001d008406	304	477	224	116	54	48	43	43	43	9	13	17
Zm00001d008407	1560	1467	1312	967	936	923	191	243	213	148	121	129
Zm00001d008411	438	868	410	813	756	628	10	9	13	3	12	6
Zm00001d008412	799	733	530	574	549	447	23	52	8	17	27	15
Zm00001d008413	580	762	502	528	578	575	244	159	75	189	89	69
Zm00001d008422	1688	1771	1672	1460	2062	2319	43	29	26	26	27	21
Zm00001d008424	424	472	349	378	351	379	6	21	17	18	23	14
Zm00001d008427	113	131	91	149	119	89	8	13	24	3	4	11
Zm00001d008428	2058	1900	1612	1194	1284	1113	320	422	271	86	128	81
Zm00001d008429	3563	3908	3250	3400	3451	2925	4	7	8	5	5	4
Zm00001d008430	751	902	735	805	747	638	85	155	89	62	95	84
Zm00001d008432	2804	2306	2420	2796	3317	3002	267	338	309	286	361	338
Zm00001d008433	2034	2156	1771	2682	2344	1865	193	285	196	192	219	167
Zm00001d008451	21	33	9	88	82	86	11	6	4	13	18	19
Zm00001d008452	284	281	228	618	461	451	23	25	26	61	53	55
Zm00001d008453	170	209	143	56	17	19	7	9	4	3	9	4
Zm00001d008455	695	619	708	1061	2056	2106	108	140	135	79	145	114
Zm00001d008467	164	118	169	238	489	190	5	6	20	43	27	40
Zm00001d008491	2033	2171	1915	3296	3012	2504	571	644	529	602	546	571
Zm00001d008493	569	685	563	472	581	652	122	140	132	188	200	163
Zm00001d008495	267	1191	286	176	72	341	45	56	12	16	18	8
Zm00001d008499	120	82	74	216	172	122	15	22	20	5	9	9
Zm00001d008502	1265	1391	1151	1300	1265	1282	225	142	158	285	138	244
Zm00001d008513	542	740	521	635	712	742	60	76	56	82	97	88
Zm00001d008514	585	646	532	248	247	241	66	103	36	19	32	14
Zm00001d008520	2352	2427	2062	2154	2051	1869	233	22	28	34	13	12
Zm00001d008529	28397	27470	25022	43636	42651	37945	2796	3207	2790	3169	3773	3101
Zm00001d008530	5641	5193	5432	9471	8642	7393	489	365	479	508	384	450
Zm00001d008531	2540	2899	2349	2216	2416	2289	444	537	463	428	499	454
Zm00001d008535	347	413	345	2783	3525	3116	59	39	60	140	123	159
Zm00001d008540	992	1262	981	1233	1132	1061	106	109	90	45	35	41
Zm00001d008545	1141	724	885	442	482	712	65	35	46	10	7	7
Zm00001d008546	3679	2819	3468	2037	2580	3985	426	484	472	281	232	189
Zm00001d008548	2591	2759	3560	13448	4317	4794	63	87	50	43	55	50
Zm00001d008549	495	516	430	338	313	207	36	51	45	18	15	17
Zm00001d008559	195	275	178	365	298	307	43	41	25	29	44	38
Zm00001d008564	521	631	440	482	513	435	24	20	15	26	21	17
Zm00001d008565	181	288	177	92	78	100	14	19	1	10	11	8
Zm00001d008567	4258	4328	3986	4561	3808	3627	69	47	121	12	10	19
Zm00001d008569	943	1416	682	1295	569	558	582	745	508	1222	1238	792
Zm00001d008573	2311	5564	2049	647	1127	7456	444	320	268	447	321	257
Zm00001d008581	1254	832	946	454	374	361	66	58	75	39	24	25
Zm00001d008585	799	1125	736	825	881	755	173	132	161	127	122	142
Zm00001d008587	1873	1762	1660	4530	8793	13584	214	123	93	266	240	233
Zm00001d008588	168	171	156	558	526	521	50	51	57	77	91	108
Zm00001d008594	3477	4929	3020	1355	993	1051	323	390	375	169	209	179
Zm00001d008596	3119	3587	2885	2801	2648	2473	170	142	183	107	109	99
Zm00001d008602	1210	1837	1099	1036	937	932	19	20	25	8	16	14
Zm00001d008604	21311	20968	19685	16004	11195	15507	2051	2375	2217	2026	2145	2126
Zm00001d008606	752	870	671	468	530	556	66	51	66	44	42	56
Zm00001d008611	1372	1660	1256	1457	1286	1516	22	26	29	10	4	4
Zm00001d008612	108	114	96	578	360	226	125	131	130	100	114	95
Zm00001d008613	936	1144	879	1204	1395	1317	186	217	154	117	253	105
Zm00001d008618	3320	3366	2885	4547	4381	3791	634	600	575	777	782	709
Zm00001d008620	98991	75903	69367	64763	69707	74265	8485	7732	9250	6740	7027	7860
Zm00001d008640	828	842	812	681	777	731	97	88	104	65	76	84
Zm00001d008641	200	196	156	338	272	248	81	60	44	74	63	53
Zm00001d008642	895	890	798	6994	6149	4741	127	122	104	441	500	399
Zm00001d008646	858	853	718	1159	1376	1253	80	101	73	47	57	64
Zm00001d008648	751	968	726	1265	1384	1159	45	63	58	80	72	48
Zm00001d008649	227	291	216	376	479	518	18	16	13	10	19	15
Zm00001d008669	1456	1092	1361	914	403	427	547	410	389	154	101	108
Zm00001d008679	1766	2131	1551	2281	2574	2423	321	430	300	405	507	424
Zm00001d008681	1688	1445	1777	4033	3025	1932	731	916	1049	787	1233	1059
Zm00001d008689	356	402	365	624	545	546	22	73	96	37	85	82
Zm00001d008690	1075	885	965	1659	1697	1508	30	46	43	40	54	39
Zm00001d008691	3018	2818	2698	2386	2748	2563	290	275	270	176	207	190
Zm00001d008693	51	61	42	826	584	435	9	1	9	32	11	18
Zm00001d008700	4090	4177	3555	5628	5703	7411	384	325	402	255	232	266
Zm00001d008706	956	898	1003	6866	4063	2187	138	162	159	559	592	577
Zm00001d008716	106	184	105	122	29	13	17	49	35	6	27	17
Zm00001d008725	1381	1426	1223	906	1012	876	83	132	70	25	34	31
Zm00001d008726	923	1113	991	929	1239	1242	187	194	205	65	75	59
Zm00001d008727	24218	20726	21641	6407	6602	7871	1221	1227	1265	356	392	356
Zm00001d008730	499	624	551	150	145	269	41	40	35	23	28	13
Zm00001d008731	1140	1272	977	975	1012	1124	40	53	55	28	40	25
Zm00001d008733	4682	20176	4079	15039	13774	12417	400	426	357	527	632	518
Zm00001d008734	575	707	530	377	447	422	67	86	63	20	26	19
Zm00001d008739	2717	2228	2123	2632	2413	2275	854	930	901	732	884	800
Zm00001d008743	2990	3635	2700	3007	2771	2416	163	189	176	146	182	128
Zm00001d008744	1643	1562	1527	3284	3112	2284	268	275	288	243	243	249
Zm00001d008748	150	204	165	248	255	227	2	15	12	8	18	17
Zm00001d008749	672	619	776	664	472	332	42	85	45	25	41	25
Zm00001d008752	2559	2782	2604	2564	3060	4259	42	23	61	35	37	43
Zm00001d008757	3420	4072	2906	2305	2207	1946	264	298	238	222	218	196
Zm00001d008762	1541	2003	1457	796	865	988	38	58	39	18	21	18
Zm00001d008763	1287	1518	1094	1157	951	923	129	183	200	72	112	98
Zm00001d008777	2114	2381	2004	2792	3180	2810	119	148	143	153	182	186
Zm00001d008788	1653	2187	1473	1567	1649	1491	69	129	83	48	52	32
Zm00001d008789	1396	1446	1349	1455	1524	1283	166	116	125	75	65	58
Zm00001d008799	353	462	314	402	254	224	38	38	162	40	34	100
Zm00001d008812	2713	1768	3118	1321	1611	2094	156	159	136	144	100	125
Zm00001d008816	4456	3785	4224	4285	6939	5705	300	422	184	123	149	133
Zm00001d008820	764	781	666	955	875	1017	9	35	45	14	19	36
Zm00001d008827	184	222	155	301	352	331	17	14	10	17	18	15
Zm00001d008839	407	439	355	192	187	174	38	32	54	27	24	35
Zm00001d008841	1131	1486	236	205	60	332	14	29	33	7	13	23
Zm00001d008846	2813	4453	2509	2280	2018	1757	56	84	55	22	27	23
Zm00001d008847	3882	4757	3442	3807	3920	3797	145	214	212	165	188	152
Zm00001d008850	1166	1043	982	1018	732	519	485	541	344	555	627	537
Zm00001d008858	323	347	321	453	394	401	40	44	49	41	41	40
Zm00001d008862	508	401	632	230	61	76	5	22	30	5	15	13
Zm00001d008863	541	592	471	556	646	604	12	34	18	13	28	22
Zm00001d008865	475	508	389	322	316	294	6	17	35	11	26	24
Zm00001d008866	79	77	62	235	166	155	19	23	25	19	19	42
Zm00001d008869	625	730	626	327	238	221	22	20	29	13	11	10
Zm00001d008870	597	863	538	497	447	396	120	163	133	84	119	77
Zm00001d008871	543	692	469	583	489	513	34	38	44	28	37	35
Zm00001d008874	1320	1296	1140	1682	1658	1363	180	198	189	186	216	200
Zm00001d008878	128	96	106	132	99	106	6	17	19	18	13	29
Zm00001d008883	348	470	306	763	756	686	108	112	166	117	127	195
Zm00001d008890	461	242	403	487	479	430	7	17	31	3	27	23
Zm00001d008891	624	740	533	615	622	608	74	97	70	144	153	140
Zm00001d008893	7702	7909	6636	3495	3421	3595	1182	1338	1180	766	839	773
Zm00001d008898	238	488	254	435	43	34	24	30	23	31	28	43
Zm00001d008900	560	618	471	470	452	492	191	144	225	134	134	155
Zm00001d008901	516	490	505	400	594	1054	11	12	13	5	6	3
Zm00001d008902	1328	1143	1166	542	574	828	103	103	95	62	82	79
Zm00001d008905	1342	1296	1403	1678	1472	1784	157	131	136	74	67	72
Zm00001d008906	1580	1957	1368	1463	1471	1011	19	30	30	21	23	22
Zm00001d008907	678	1119	653	1006	966	1214	43	51	22	57	63	42
Zm00001d008916	1270	1796	1091	1271	1316	1177	98	104	104	93	134	93
Zm00001d008925	8756	7029	7275	4493	4576	4367	142	259	239	51	88	104
Zm00001d008929	1676	3003	1441	2201	1555	1514	408	396	350	367	398	367
Zm00001d008930	139	239	156	148	116	96	36	20	15	10	16	7
Zm00001d008939	1150	907	1031	1658	1609	1548	50	47	58	75	78	78
Zm00001d008940	652	777	553	929	992	838	218	195	261	157	220	197
Zm00001d008941	438	529	437	473	471	433	12	17	12	7	11	11
Zm00001d008944	465	549	401	305	364	273	61	64	71	40	41	48
Zm00001d008946	141	114	103	57	78	50	7	6	6	2	5	2
Zm00001d008954	473	392	383	1165	951	492	53	50	59	48	65	48
Zm00001d008963	51	72	48	150	106	60	20	22	18	17	13	25
Zm00001d008965	669	1004	749	1496	1160	1260	207	240	237	201	173	141
Zm00001d008970	495	444	382	246	238	245	19	45	21	17	24	10
Zm00001d008974	439	954	399	802	938	1162	30	73	68	33	38	29
Zm00001d008977	1624	1567	1406	2219	2043	1958	229	253	264	207	223	235
Zm00001d008982	1632	1632	1431	1067	753	644	116	119	75	20	26	22
Zm00001d008984	6486	7540	5455	3808	4065	3797	6	3	3	4	7	5
Zm00001d008992	2666	2137	2374	1873	2046	1916	280	343	376	108	112	116
Zm00001d008993	2951	3309	2772	2617	2153	1991	442	539	439	290	340	325
Zm00001d008996	412	496	336	497	428	448	8	5	6	5	8	5
Zm00001d008997	3606	4016	3258	4105	4854	4927	511	583	612	518	549	550
Zm00001d008999	92	118	93	113	95	91	3	4	5	7	5	6
Zm00001d009000	6550	6465	4286	2625	2178	1967	2206	2751	2030	1133	1560	912
Zm00001d009010	4846	4042	3668	6799	6179	5477	31	69	43	19	53	33
Zm00001d009014	2951	3831	2739	2223	2378	2310	160	166	174	110	108	135
Zm00001d009023	1712	2157	1435	1212	1232	1254	65	65	49	38	38	39
Zm00001d009024	368	312	371	500	496	530	9	7	7	12	9	3
Zm00001d009027	607	807	620	448	546	499	30	59	6	20	25	3
Zm00001d009029	932	1415	895	1293	1147	1165	14	12	5	6	11	4
Zm00001d009060	74	190	80	667	224	219	69	43	25	247	192	84
Zm00001d009077	1085	1473	965	1002	959	1185	78	95	70	50	62	48
Zm00001d009081	55	120	67	108	47	166	70	24	36	72	28	23
Zm00001d009083	83	83	66	27	15	15	23	35	31	26	36	24
Zm00001d009085	98	132	105	156	212	145	11	11	3	2	7	6
Zm00001d009108	754	692	633	667	656	565	4	7	7	4	5	3
Zm00001d009117	1413	1633	1106	1342	1090	800	76	96	83	103	126	125
Zm00001d009118	202	763	254	231	189	266	24	30	11	34	40	16
Zm00001d009125	5810	6059	4780	3936	3848	3108	681	824	734	558	714	590
Zm00001d009127	2097	2763	1831	3182	3237	2262	121	236	134	510	754	368
Zm00001d009131	406	399	343	358	421	352	9	10	2	13	13	6
Zm00001d009132	302	279	262	364	286	310	4	11	7	6	13	4
Zm00001d009146	19663	19528	16735	17532	21325	14767	4711	4616	4433	1337	1324	1276
Zm00001d009147	428	461	367	402	464	459	39	80	73	19	43	37
Zm00001d009150	2530	2325	2132	1892	1960	1832	184	230	232	120	156	152
Zm00001d009161	252	357	253	254	272	174	634	556	515	469	429	381
Zm00001d009163	2456	2595	2000	2811	2534	1840	616	820	638	296	436	351
Zm00001d009177	155	131	122	189	261	211	3	21	7	6	24	9
Zm00001d009181	433	516	409	281	383	364	14	7	7	12	7	4
Zm00001d009182	10687	10344	10194	10369	10670	8422	737	830	758	661	747	574
Zm00001d009193	765	1046	716	569	503	398	93	139	108	57	83	57
Zm00001d009226	944	1124	941	989	785	1018	32	27	11	14	13	4
Zm00001d009233	1424	1822	1263	1544	1282	992	71	72	70	39	39	31
Zm00001d009236	583	728	504	729	931	841	30	30	17	39	34	22
Zm00001d009243	485	4463	381	520	192	208	7	8	9	31	36	46
Zm00001d009312	3820	4422	3609	4200	4156	3674	196	208	195	234	248	226
Zm00001d009314	260	258	315	572	635	698	23	42	23	25	22	31
Zm00001d009315	623	708	744	1162	1514	1763	45	68	59	61	67	82
Zm00001d009316	176	337	148	100	140	74	10	31	8	10	31	7
Zm00001d009317	247	314	227	209	219	160	10	4	3	2	4	5
Zm00001d009324	991	1031	955	967	929	928	43	53	51	47	64	43
Zm00001d009330	1697	2082	1523	479	519	486	194	336	191	68	96	91
Zm00001d009336	224	173	182	222	127	118	15	21	15	14	17	13
Zm00001d009337	1384	1565	1241	1131	1201	1030	85	144	95	91	123	82
Zm00001d009359	2047	3032	1711	1386	1883	1628	28	37	18	26	28	25
Zm00001d009365	1946	2074	1664	1649	1825	1956	35	42	30	26	16	37
Zm00001d009387	584	606	430	456	366	379	9	11	11	8	8	9
Zm00001d009399	257	169	199	3807	2949	2786	75	51	144	219	170	345
Zm00001d009401	704	679	626	1019	1004	989	11	10	9	8	13	14
Zm00001d009404	1147	1234	913	1053	785	549	60	71	68	32	54	59
Zm00001d009407	692	970	700	725	655	735	22	16	19	5	18	15
Zm00001d009409	696	878	677	376	313	514	5	12	4	4	8	4
Zm00001d009410	517	562	439	448	423	469	27	25	30	16	12	13
Zm00001d009417	3363	7108	2765	2061	1718	1812	312	335	254	162	173	124
Zm00001d009418	1296	2066	1230	1506	1701	2248	195	167	103	198	171	78
Zm00001d009439	1157	1072	1020	1234	1235	1127	35	57	67	32	43	56
Zm00001d009440	797	754	698	1001	1156	995	29	55	31	22	30	20
Zm00001d009445	3251	3563	2782	2585	2663	2316	66	61	53	31	63	46
Zm00001d009450	393	333	311	447	395	468	23	12	34	5	4	12
Zm00001d009452	2044	2566	1721	1922	1958	2063	149	178	115	103	109	94
Zm00001d009481	1481	1911	1262	319	329	567	107	106	95	81	83	80
Zm00001d009503	565	678	557	311	254	208	34	38	35	9	20	14
Zm00001d009504	1729	2075	1502	1479	1310	1310	42	47	59	20	16	28
Zm00001d009506	1353	892	1105	783	588	339	77	119	104	50	56	47
Zm00001d009511	1505	1292	1420	2012	2328	1858	146	158	139	126	124	132
Zm00001d009513	485	623	414	346	381	341	23	30	20	14	13	19
Zm00001d009517	1488	1962	1268	517	514	461	59	50	24	31	25	26
Zm00001d009520	2171	2503	1890	1764	1921	1754	74	83	84	47	65	46
Zm00001d009522	654	753	555	284	284	322	34	40	48	13	21	19
Zm00001d009532	375	351	305	216	232	203	12	9	11	4	5	7
Zm00001d009539	1115	1078	982	846	794	839	13	20	22	17	36	27
Zm00001d009542	692	714	604	112	99	69	35	25	19	16	8	12
Zm00001d009548	832	926	744	820	849	681	47	71	43	87	95	64
Zm00001d009549	400	750	584	585	528	472	61	80	73	108	122	117
Zm00001d009552	1071	1047	951	886	944	864	101	154	91	47	56	54
Zm00001d009554	2934	3076	2558	1362	1401	1137	114	231	176	66	107	77
Zm00001d009555	495	529	428	362	512	524	17	46	12	6	10	6
Zm00001d009562	4424	4871	4229	3229	3517	3459	141	203	121	70	72	46
Zm00001d009571	487	623	426	418	511	413	6	3	11	7	10	9
Zm00001d009572	881	1189	721	594	474	558	23	20	18	14	20	16
Zm00001d009579	5063	6993	4279	3664	2958	2943	138	153	108	123	150	120
Zm00001d009589	4662	3394	6369	22947	13544	3815	2779	3803	5988	3428	4806	5784
Zm00001d009591	1496	1486	1265	2410	1975	1968	250	328	341	557	653	623
Zm00001d009594	16148	19419	18902	18594	21894	27740	1550	1930	1765	585	805	711
Zm00001d009596	308	336	184	359	415	270	12	17	40	19	34	48
Zm00001d009597	712	1096	656	571	543	568	28	57	20	19	46	22
Zm00001d009600	521	811	617	228	261	193	30	29	40	12	55	15
Zm00001d009618	573	474	480	528	422	582	53	77	79	44	40	70
Zm00001d009631	804	1564	1226	676	1085	2323	45	42	29	20	15	27
Zm00001d009638	11970	11491	10450	5074	5374	3735	647	743	714	221	233	272
Zm00001d009640	4718	4301	4103	2217	1757	1437	657	651	578	209	216	195
Zm00001d009645	649	533	611	654	912	848	72	87	107	67	72	52
Zm00001d009653	2388	3188	1968	1357	1075	982	245	256	218	27	39	24
Zm00001d009660	5045	5365	4929	7578	9469	8633	614	611	623	420	388	470
Zm00001d009661	1012	1042	827	347	337	345	62	67	54	32	32	30
Zm00001d009669	3572	3581	3059	3549	3501	3192	817	932	830	753	775	750
Zm00001d009674	591	424	581	581	582	645	28	24	29	21	22	14
Zm00001d009676	418	537	456	551	655	376	33	23	32	13	22	15
Zm00001d009683	2532	2699	2334	1844	1972	1904	131	129	153	107	116	127
Zm00001d009690	1542	2103	1410	1160	979	813	39	94	65	34	69	50
Zm00001d009693	105	247	87	86	82	65	8	17	7	13	11	7
Zm00001d009694	349	247	356	506	483	451	10	12	8	7	6	12
Zm00001d009695	1192	1846	1052	1104	1057	1089	132	165	162	73	96	75
Zm00001d009700	7414	14116	8242	3038	3698	19727	680	566	513	945	807	668
Zm00001d009702	5094	7037	4683	4010	3251	2290	225	204	178	82	60	67
Zm00001d009707	4797	5404	4367	3152	2856	2194	521	595	580	285	425	346
Zm00001d009708	2895	3527	2664	2347	2119	2521	66	71	54	36	53	53
Zm00001d009709	1279	1172	948	2104	2214	1629	63	40	65	96	68	112
Zm00001d009714	173	162	192	762	576	636	9	24	27	15	19	26
Zm00001d009716	4387	4810	3671	2293	1703	1513	285	393	334	173	254	178
Zm00001d009717	4063	5682	3834	2162	1248	1828	367	415	362	247	230	181
